,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
1935,1935,1935,1935,1935,1935,1936,NP_460946.1,putative porin,STM1995,ompS,2077566,2078762,+,NC_003197.2,0,0,0,0
1936,1936,1936,1936,1936,1936,1937,NP_460947.1,putative cold-shock protein,STM1996,cspB,2079222,2079434,-,NC_003197.2,0,0,0,0
1937,1937,1937,1937,1937,1937,1938,NP_460948.1,DNA polymerase V subunit UmuC,STM1997,umuC,2079889,2081157,-,NC_003197.2,0,0,0,0
1938,1938,1938,1938,1938,1938,1939,NP_460949.1,DNA polymerase V subunit UmuD,STM1998,umuD,2081160,2081579,-,NC_003197.2,0,0,0,0
1939,1939,1939,1939,1939,1939,1940,NP_460950.1,hypothetical protein,STM1999,,2081706,2081867,-,NC_003197.2,0,0,0,0
1940,1940,1940,1940,1940,1940,1941,NP_460951.1,hypothetical protein,STM2001,yeeI,2082348,2083145,+,NC_003197.2,0,0,0,0
1941,1941,1941,1941,1941,1941,1942,NP_460952.1,peptidase,STM2005,,2084455,2084928,+,NC_003197.2,0,0,0,0
1942,1942,1942,1942,1942,1942,1943,NP_448412.1,hypothetical protein,STM2006,,2085403,2086101,+,NC_003197.2,0,0,0,0
1943,1943,1943,1943,1943,1943,1944,NP_460954.1,putative TPR repeat protein,STM2007,,2086918,2088612,+,NC_003197.2,0,0,0,0
1944,1944,1944,1944,1944,1944,1945,NP_460955.1,hypothetical protein,STM2008,,2088669,2090399,+,NC_003197.2,0,0,0,0
1945,1945,1945,1945,1945,1945,1946,NP_460956.1,AMP nucleosidase,STM2009,amn,2091304,2092758,-,NC_003197.2,0,0,0,0
1946,1946,1946,1946,1946,1946,1947,NP_448416.1,hypothetical protein,STM2010,,2092804,2092965,+,NC_003197.2,0,0,0,0
1947,1947,1947,1947,1947,1947,1948,NP_460958.1,hypothetical protein,STM2011,,2092954,2093280,-,NC_003197.2,0,0,0,0
1948,1948,1948,1948,1948,1948,1949,NP_460959.1,FMN/FAD transporter,STM2013,yeeO,2094374,2095831,-,NC_003197.2,0,0,0,0
1949,1949,1949,1949,1949,1949,1950,NP_460960.1,"L,D-transpeptidase",STM2015,erfK,2096293,2097222,-,NC_003197.2,0,0,0,0
1950,1950,1950,1950,1950,1950,1951,NP_460961.1,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,STM2016,cobT,2097300,2098370,-,NC_003197.2,0,0,0,0
1951,1951,1951,1951,1951,1951,1952,NP_460962.1,adenosylcobinamide-GDP ribazoletransferase,STM2017,cobS,2098397,2099140,-,NC_003197.2,0,0,0,0
1952,1952,1952,1952,1952,1952,1953,NP_460963.1,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,STM2018,cobU,2099137,2099682,-,NC_003197.2,0,0,0,0
1953,1953,1953,1953,1953,1953,1954,NP_460964.1,synthesis of vitamin B12 adenosyl cobalamide precursor,STM2019,cbiP,2099679,2101199,-,NC_003197.2,0,0,0,1
1954,1954,1954,1954,1954,1954,1955,NP_460965.1,energy-coupling factor ABC transporter ATP-binding protein,STM2020,cbiO,2101196,2102011,-,NC_003197.2,0,0,0,0
1955,1955,1955,1955,1955,1955,1956,NP_460966.1,cobalt ECF transporter T component CbiQ,STM2021,cboQ,2102020,2102697,-,NC_003197.2,0,0,0,0
1956,1956,1956,1956,1956,1956,1957,NP_460967.1,cobalt ABC transporter substrate-binding protein CbiN,STM2022,cbiN,2102684,2102965,-,NC_003197.2,0,0,0,0
1957,1957,1957,1957,1957,1957,1958,NP_460968.3,cobalamin biosynthesis protein CbiM,STM2023,cbiM,2102967,2103704,-,NC_003197.2,0,0,0,0
1958,1958,1958,1958,1958,1958,1959,NP_460969.1,precorrin-2 C(20)-methyltransferase,STM2024,cbiL,2103701,2104414,-,NC_003197.2,0,0,0,0
1959,1959,1959,1959,1959,1959,1960,NP_460970.1,sirohydrochlorin cobaltochelatase,STM2025,cbiK,2104411,2105205,-,NC_003197.2,0,0,0,0
1960,1960,1960,1960,1960,1960,1961,NP_460971.1,cobalt-precorrin-6A reductase,STM2026,cbiJ,2105208,2105999,-,NC_003197.2,0,0,0,0
1961,1961,1961,1961,1961,1961,1962,NP_460972.1,precorrin-3B C(17)-methyltransferase,STM2027,cbiH,2105996,2106721,-,NC_003197.2,0,0,0,0
1962,1962,1962,1962,1962,1962,1963,NP_460973.1,cobalamin biosynthesis protein CbiG,STM2028,cbiG,2106721,2107776,-,NC_003197.2,0,0,0,0
1963,1963,1963,1963,1963,1963,1964,NP_460974.1,precorrin-4 C(11)-methyltransferase,STM2029,cbiF,2107757,2108530,-,NC_003197.2,0,0,0,0
1964,1964,1964,1964,1964,1964,1965,NP_460975.1,"precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT",STM2030,cbiT,2108514,2109092,-,NC_003197.2,0,0,0,0
1965,1965,1965,1965,1965,1965,1966,NP_460976.1,"precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE",STM2031,cbiE,2109082,2109687,-,NC_003197.2,0,0,0,0
1966,1966,1966,1966,1966,1966,1967,NP_460977.1,cobalt-precorrin-5B (C(1))-methyltransferase,STM2032,cbiD,2109681,2110820,-,NC_003197.2,0,0,0,0
1967,1967,1967,1967,1967,1967,1968,NP_460978.1,precorrin-8X methylmutase,STM2033,cbiC,2110820,2111452,-,NC_003197.2,0,0,0,0
1968,1968,1968,1968,1968,1968,1969,NP_460979.1,adenosylcobinamide-phosphate synthase,STM2034,cibB,2111463,2112422,-,NC_003197.2,0,0,0,0
1969,1969,1969,1969,1969,1969,1970,NP_460980.1,"cobyrinic acid a,c-diamide synthase",STM2035,cbiA,2112419,2113798,-,NC_003197.2,0,0,0,0
1970,1970,1970,1970,1970,1970,1971,NP_460981.1,hypothetical protein,STM2036,pocR,2114396,2115307,-,NC_003197.2,0,0,0,0
1971,1971,1971,1971,1971,1971,1972,NP_460982.1,aquaporin,STM2037,pduF,2115524,2116318,-,NC_003197.2,0,0,0,0
1972,1972,1972,1972,1972,1972,1973,NP_460983.1,propanediol utilization protein,STM2038,pduA,2116843,2117127,+,NC_003197.2,0,0,0,0
1973,1973,1973,1973,1973,1973,1974,NP_460984.3,propanediol utilization protein,STM2039,pudB,2117235,2117936,+,NC_003197.2,0,0,0,0
1974,1974,1974,1974,1974,1974,1975,NP_460985.1,propanediol dehydratase,STM2040,pduC,2117955,2119619,+,NC_003197.2,0,0,0,0
1975,1975,1975,1975,1975,1975,1976,NP_460986.1,propanediol dehydratase,STM2041,pduD,2119630,2120304,+,NC_003197.2,0,1,1,0
1976,1976,1976,1976,1976,1976,1977,NP_460987.1,propanediol dehydratase,STM2042,pduE,2120319,2120840,+,NC_003197.2,0,1,1,0
1977,1977,1977,1977,1977,1977,1978,NP_460988.1,diol dehydratase reactivase subunit alpha,STM2043,pduG,2120850,2122682,+,NC_003197.2,0,0,0,0
1978,1978,1978,1978,1978,1978,1979,NP_460989.1,propanediol dehydratase,STM2044,pduH,2122672,2123022,+,NC_003197.2,0,1,1,0
1979,1979,1979,1979,1979,1979,1980,NP_460990.1,ethanolamine utilization protein EutM,STM2045,pduJ,2123041,2123316,+,NC_003197.2,0,0,0,0
1980,1980,1980,1980,1980,1980,1981,NP_460991.3,propanediol utilization protein,STM2046,pduK,2123320,2123802,+,NC_003197.2,0,0,0,0
1981,1981,1981,1981,1981,1981,1982,NP_460992.1,propanediol utilization protein,STM2047,pduL,2123802,2124434,+,NC_003197.2,0,0,0,0
1982,1982,1982,1982,1982,1982,1983,NP_460993.1,microcompartment protein PduM,STM2048,pduM,2124431,2124922,+,NC_003197.2,0,1,1,0
1983,1983,1983,1983,1983,1983,1984,NP_460994.1,ethanolamine utilization protein EutN,STM2049,pduN,2124926,2125201,+,NC_003197.2,0,0,0,0
1984,1984,1984,1984,1984,1984,1985,NP_460995.1,ATP:cob(I)alamin adenosyltransferase,STM2050,pduO,2125211,2126221,+,NC_003197.2,0,0,0,0
1985,1985,1985,1985,1985,1985,1986,NP_460996.1,aldehyde dehydrogenase EutE,STM2051,pduP,2126218,2127612,+,NC_003197.2,0,0,0,0
1986,1986,1986,1986,1986,1986,1987,NP_460997.1,propanediol utilization protein,STM2052,pduQ,2127624,2128736,+,NC_003197.2,0,0,0,0
1987,1987,1987,1987,1987,1987,1988,NP_460998.1,NADH dehydrogenase,STM2053,pduS,2128733,2130088,+,NC_003197.2,0,0,0,0
1988,1988,1988,1988,1988,1988,1989,NP_460999.1,propanediol utilization protein,STM2054,pduT,2130091,2130645,+,NC_003197.2,0,0,0,0
1989,1989,1989,1989,1989,1989,1990,NP_461000.1,propanediol utilization protein,STM2055,pduU,2130645,2130995,+,NC_003197.2,0,0,0,0
1990,1990,1990,1990,1990,1990,1991,NP_461001.1,ethanolamine utilization protein EutP,STM2056,pduV,2131000,2131452,+,NC_003197.2,0,0,0,0
1991,1991,1991,1991,1991,1991,1992,NP_461002.1,acetate kinase,STM2057,pduW,2131437,2132651,+,NC_003197.2,0,0,0,0
1992,1992,1992,1992,1992,1992,1993,NP_461003.1,GHMP kinase,STM2058,pduX,2132709,2133611,+,NC_003197.2,0,0,0,0
1993,1993,1993,1993,1993,1993,1994,NP_461004.1,hypothetical protein,STM2059,yeeX,2133645,2133980,-,NC_003197.2,0,0,0,0
1994,1994,1994,1994,1994,1994,1995,NP_461005.1,hypothetical protein,STM2060,yeeA,2134225,2135283,-,NC_003197.2,0,0,0,0
1995,1995,1995,1995,1995,1995,1996,NP_461006.1,DNA gyrase inhibitor,STM2061,sbmC,2135402,2135869,-,NC_003197.2,0,0,0,0
1996,1996,1996,1996,1996,1996,1997,NP_461007.1,serine-type D-Ala-D-Ala carboxypeptidase,STM2062,dacD,2136022,2137194,-,NC_003197.2,0,0,0,0
1997,1997,1997,1997,1997,1997,1998,NP_461008.1,thiosulfate reductase cytochrome subunit B,STM2063,phsC,2137318,2138082,-,NC_003197.2,0,0,0,0
1998,1998,1998,1998,1998,1998,1999,NP_461009.1,thiosulfate reductase electron transport protein PhsB,STM2064,phsB,2138079,2138657,-,NC_003197.2,0,0,0,0
1999,1999,1999,1999,1999,1999,2000,NP_461010.1,thiosulfate reductase PhsA,STM2065,phsA,2138672,2140948,-,NC_003197.2,0,0,0,0
2000,2000,2000,2000,2000,2000,2001,NP_461011.1,E3 ubiquitin--protein ligase,STM2066,sopA,2141567,2143915,+,NC_003197.2,1,1,1,1
2001,2001,2001,2001,2001,2001,2002,NP_461012.1,exodeoxyribonuclease I,STM2067,sbcB,2144258,2145688,+,NC_003197.2,0,0,0,0
2002,2002,2002,2002,2002,2002,2003,NP_461013.1,putative APC family amino acid transport protein,STM2068,yeeF,2145824,2147188,-,NC_003197.2,0,0,0,0
2003,2003,2003,2003,2003,2003,2004,NP_461014.1,putative LysR family transcriptional regulator,STM2069,yeeY,2147468,2148382,-,NC_003197.2,0,0,0,0
2004,2004,2004,2004,2004,2004,2005,NP_461015.1,NAD(P)-dependent oxidoreductase,STM2070,yeeZ,2148428,2149252,-,NC_003197.2,0,0,0,0
2005,2005,2005,2005,2005,2005,2006,NP_461016.1,ATP phosphoribosyltransferase,STM2071,hisG,2149612,2150511,+,NC_003197.2,0,0,0,0
2006,2006,2006,2006,2006,2006,2007,NP_461017.1,histidinol dehydrogenase,STM2072,hisD,2150614,2151918,+,NC_003197.2,0,0,0,0
2007,2007,2007,2007,2007,2007,2008,NP_461018.1,histidinol-phosphate transaminase,STM2073,hisC,2151915,2152994,+,NC_003197.2,0,0,0,0
2008,2008,2008,2008,2008,2008,2009,NP_461019.1,bifunctional imidazole glycerol-phosphate dehydratase/histidinol phosphatase,STM2074,hisB,2152991,2154058,+,NC_003197.2,0,0,0,0
2009,2009,2009,2009,2009,2009,2010,NP_461020.3,glutamine amidotransferase,STM2075,hisH,2154055,2154648,+,NC_003197.2,0,0,0,0
2010,2010,2010,2010,2010,2010,2011,NP_461021.1,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino,STM2076,hisA,2154648,2155385,+,NC_003197.2,0,0,0,0
2011,2011,2011,2011,2011,2011,2012,NP_461022.1,imidazole glycerol phosphate synthase subunit HisF,STM2077,hisF,2155367,2156143,+,NC_003197.2,0,0,0,0
2012,2012,2012,2012,2012,2012,2013,NP_461023.1,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase,STM2078,hisI,2156137,2156748,+,NC_003197.2,0,0,0,0
2013,2013,2013,2013,2013,2013,2014,NP_461024.1,LPS O-antigen chain length determinant protein WzzB,STM2079,wzzB,2156829,2157812,-,NC_003197.2,0,0,0,0
2014,2014,2014,2014,2014,2014,2015,NP_461025.1,UDP-glucose 6-dehydrogenase,STM2080,udg,2157955,2159121,-,NC_003197.2,0,0,0,0
2015,2015,2015,2015,2015,2015,2016,NP_461026.1,"phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)",STM2081,gnd,2159358,2160764,-,NC_003197.2,0,0,0,0
2016,2016,2016,2016,2016,2016,2017,NP_461027.1,UDP-phosphate galactose phosphotransferase,STM2082,rfbP,2160928,2162358,-,NC_003197.2,0,0,0,0
2017,2017,2017,2017,2017,2017,2018,NP_461028.1,phosphomannomutase,STM2083,rfbK,2162430,2163863,-,NC_003197.2,0,1,0,0
2018,2018,2018,2018,2018,2018,2019,NP_461029.1,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,STM2084,rfbM,2163850,2165289,-,NC_003197.2,0,0,0,0
2019,2019,2019,2019,2019,2019,2020,NP_461030.1,rhamnosyltransferase,STM2085,rfbN,2165290,2166234,-,NC_003197.2,0,0,0,0
2020,2020,2020,2020,2020,2020,2021,NP_461031.1,mannosyl transferase,STM2086,rfbU,2166235,2167296,-,NC_003197.2,0,0,0,0
2021,2021,2021,2021,2021,2021,2022,NP_461032.1,abequosyltransferase,STM2087,rfbV,2167616,2168617,-,NC_003197.2,0,0,0,0
2022,2022,2022,2022,2022,2022,2023,NP_461033.1,putative O-antigen transferase,STM2088,rfbX,2168622,2169914,-,NC_003197.2,0,0,0,0
2023,2023,2023,2023,2023,2023,2024,NP_461034.1,CDP-abequose synthase,STM2089,rfbJ,2169996,2170895,-,NC_003197.2,0,0,0,0
2024,2024,2024,2024,2024,2024,2025,NP_461035.1,lipopolysaccharide biosynthesis protein RfbH,STM2090,rfbH,2170923,2172236,-,NC_003197.2,0,0,0,0
2025,2025,2025,2025,2025,2025,2026,NP_461036.1,"CDP-glucose 4,6-dehydratase",STM2091,rfbG,2172263,2173342,-,NC_003197.2,0,0,0,0
2026,2026,2026,2026,2026,2026,2027,NP_461037.1,glucose-1-phosphate cytidylyltransferase,STM2092,rfbF,2173347,2174120,-,NC_003197.2,0,0,0,0
2027,2027,2027,2027,2027,2027,2028,NP_461038.1,"CDP-6-deoxy-delta-3,4-glucoseen reductase",STM2093,rfbI,2174117,2175109,-,NC_003197.2,0,0,0,0
2028,2028,2028,2028,2028,2028,2029,NP_461039.1,"dTDP-4,deoxyrhamnose 3,5 epimerase",STM2094,rfbC,2175115,2175666,-,NC_003197.2,0,0,0,0
2029,2029,2029,2029,2029,2029,2030,NP_461040.1,glucose-1-phosphate thymidylyltransferase,STM2095,rfbA,2175667,2176545,-,NC_003197.2,0,0,0,0
2030,2030,2030,2030,2030,2030,2031,NP_461041.1,dTDP-4-dehydrorhamnose reductase,STM2096,rfbD,2176593,2177492,-,NC_003197.2,0,0,0,0
2031,2031,2031,2031,2031,2031,2032,NP_461042.1,"dTDP-glucose 4,6-dehydratase",STM2097,rfbB,2177492,2178577,-,NC_003197.2,0,0,0,0
2032,2032,2032,2032,2032,2032,2033,NP_461043.1,GalU regulator GalF,STM2098,galF,2178954,2179847,-,NC_003197.2,0,0,0,0
2033,2033,2033,2033,2033,2033,2034,NP_461044.1,colanic acid biosynthesis protein WcaM,STM2099,wcaM,2180025,2181428,-,NC_003197.2,0,0,0,0
2034,2034,2034,2034,2034,2034,2035,NP_461045.1,colanic acid biosynthesis glycosyltransferase WcaL,STM2100,wcaL,2181439,2182659,-,NC_003197.2,0,0,0,0
2035,2035,2035,2035,2035,2035,2036,NP_461046.1,colanic acid biosynthesis pyruvyl transferase WcaK,STM2101,wcaK,2182656,2183936,-,NC_003197.2,0,0,0,0
2036,2036,2036,2036,2036,2036,2037,NP_461047.1,colanic acid exporter,STM2102,wzxC,2183958,2185436,-,NC_003197.2,0,0,0,0
2037,2037,2037,2037,2037,2037,2038,NP_461048.1,undecaprenyl-phosphate glucose phosphotransferase,STM2103,wcaJ,2185569,2186963,-,NC_003197.2,0,0,0,0
2038,2038,2038,2038,2038,2038,2039,NP_461049.1,phosphomannomutase,STM2104,cpsG,2187017,2188387,-,NC_003197.2,0,0,0,0
2039,2039,2039,2039,2039,2039,2040,NP_461050.3,mannose-1-phosphate,STM2105,manC,2188498,2189940,-,NC_003197.2,0,0,0,0
2040,2040,2040,2040,2040,2040,2041,NP_461051.1,putative glycosyl transferase,STM2106,wcaI,2189937,2191160,-,NC_003197.2,0,0,0,0
2041,2041,2041,2041,2041,2041,2042,NP_461052.3,GDP-mannose mannosyl hydrolase,STM2107,wcaH,2191157,2191630,-,NC_003197.2,0,0,0,0
2042,2042,2042,2042,2042,2042,2043,NP_461053.1,GDP-fucose synthetase,STM2108,wcaG,2191633,2192598,-,NC_003197.2,0,0,0,0
2043,2043,2043,2043,2043,2043,2044,NP_461054.1,"GDP-mannose 4,6-dehydratase",STM2109,gmd,2192601,2193722,-,NC_003197.2,0,0,0,0
2044,2044,2044,2044,2044,2044,2045,NP_461055.1,colanic acid biosynthesis acetyltransferase WcaF,STM2110,wcaF,2193746,2194300,-,NC_003197.2,0,0,0,0
2045,2045,2045,2045,2045,2045,2046,NP_461056.1,colanic acid biosynthesis glycosyltransferase WcaE,STM2111,wcaE,2194316,2195062,-,NC_003197.2,0,0,0,0
2046,2046,2046,2046,2046,2046,2047,NP_461057.1,colanic acid polymerase WcaD,STM2112,wcaD,2195075,2196289,-,NC_003197.2,0,0,0,0
2047,2047,2047,2047,2047,2047,2048,NP_461058.1,colanic acid biosynthesis glycosyltransferase WcaC,STM2113,wcaC,2196264,2197481,-,NC_003197.2,0,0,0,0
2048,2048,2048,2048,2048,2048,2049,NP_461059.1,colanic acid biosynthesis acetyltransferase WcaB,STM2114,wcaB,2197478,2197966,-,NC_003197.2,0,0,0,0
2049,2049,2049,2049,2049,2049,2050,NP_461060.1,colanic acid biosynthesis glycosyltransferase WcaA,STM2115,wcaA,2197969,2198811,-,NC_003197.2,0,0,0,0
2050,2050,2050,2050,2050,2050,2051,NP_461061.1,putative tyrosine-protein kinase,STM2116,wzc,2198898,2201057,-,NC_003197.2,0,0,0,0
2051,2051,2051,2051,2051,2051,2052,NP_461062.1,protein tyrosine phosphatase,STM2117,wzb,2201054,2201503,-,NC_003197.2,0,0,0,0
2052,2052,2052,2052,2052,2052,2053,NP_461063.1,polysaccharide exporter Wza,STM2118,wza,2201509,2202648,-,NC_003197.2,0,0,0,0
2053,2053,2053,2053,2053,2053,2054,NP_461064.1,hypothetical protein,STM2119,yegH,2203323,2204903,+,NC_003197.2,0,0,0,0
2054,2054,2054,2054,2054,2054,2055,NP_461065.1,outer membrane assembly protein AsmA,STM2120,asmA,2204989,2206845,-,NC_003197.2,0,0,0,0
2055,2055,2055,2055,2055,2055,2056,NP_461066.1,dCTP deaminase,STM2121,dcd,2206884,2207465,-,NC_003197.2,0,0,0,0
2056,2056,2056,2056,2056,2056,2057,NP_461067.1,uridine kinase,STM2122,udk,2207556,2208197,-,NC_003197.2,0,0,0,0
2057,2057,2057,2057,2057,2057,2058,NP_461068.1,diguanylate cyclase,STM2123,yegE,2208528,2211518,+,NC_003197.2,0,0,0,0
2058,2058,2058,2058,2058,2058,2059,NP_461069.1,DNA-3-methyladenine glycosylase 2,STM2124,alkA,2211486,2212355,-,NC_003197.2,0,0,0,0
2059,2059,2059,2059,2059,2059,2060,NP_461070.1,molecular chaperone,STM2125,yegD,2212489,2213841,+,NC_003197.2,0,0,0,0
2060,2060,2060,2060,2060,2060,2061,NP_461071.1,multidrug transporter subunit MdtA,STM2126,,2214282,2215523,+,NC_003197.2,0,0,0,0
2061,2061,2061,2061,2061,2061,2062,NP_461072.1,multidrug transporter subunit MdtB,STM2127,yegN,2215523,2218645,+,NC_003197.2,0,0,0,0
2062,2062,2062,2062,2062,2062,2063,NP_461073.1,multidrug transporter subunit MdtC,STM2128,yegO,2218646,2221726,+,NC_003197.2,0,0,0,0
2063,2063,2063,2063,2063,2063,2064,NP_461074.1,multidrug transporter subunit MdtD,STM2129,yegB,2221723,2223135,+,NC_003197.2,0,0,0,0
2064,2064,2064,2064,2064,2064,2065,NP_461075.1,two-component system sensor histidine kinase BaeA,STM2130,baeS,2223135,2224538,+,NC_003197.2,0,0,0,0
2065,2065,2065,2065,2065,2065,2066,NP_461076.1,two-component system response regulator BaeR,STM2131,baeR,2224535,2225257,+,NC_003197.2,0,0,0,0
2066,2066,2066,2066,2066,2066,2067,NP_461077.1,putative cytoplasmic protein,STM2133,,2225844,2226728,+,NC_003197.2,0,0,0,0
2067,2067,2067,2067,2067,2067,2068,NP_461078.1,hypothetical protein,STM2134,,2226728,2227444,+,NC_003197.2,0,0,0,0
2068,2068,2068,2068,2068,2068,2069,NP_461079.1,hypothetical protein,STM2135,,2227455,2229566,+,NC_003197.2,0,0,0,0
2069,2069,2069,2069,2069,2069,2070,NP_461080.1,U32 family peptidase,STM2136,yegQ,2229682,2231043,+,NC_003197.2,0,0,0,0
2070,2070,2070,2070,2070,2070,2071,NP_461081.1,putative cytoplasmic protein,STM2137,,2231494,2232540,+,NC_003197.2,1,1,1,1
2071,2071,2071,2071,2071,2071,2072,NP_461082.1,Tir chaperone family protein,STM2138,,2232576,2232992,-,NC_003197.2,0,1,1,0
2072,2072,2072,2072,2072,2072,2073,NP_461083.1,hypothetical protein,STM2139,,2233114,2233449,-,NC_003197.2,0,0,0,0
2073,2073,2073,2073,2073,2073,2074,NP_461084.1,lipid kinase YegS,STM2140,yegS,2234011,2234910,+,NC_003197.2,0,0,0,0
2074,2074,2074,2074,2074,2074,2075,NP_461085.1,class I fructose-bisphosphate aldolase,STM2141,fbaB,2234963,2236015,-,NC_003197.2,0,0,0,0
2075,2075,2075,2075,2075,2075,2076,NP_461086.1,MFS transporter,STM2142,yegT,2236269,2237540,+,NC_003197.2,0,0,0,0
2076,2076,2076,2076,2076,2076,2077,NP_461087.1,hypothetical protein,STM2143,yegU,2237537,2238541,+,NC_003197.2,0,0,0,0
2077,2077,2077,2077,2077,2077,2078,NP_461088.1,putative sugar kinase,STM2144,yegV,2238538,2239503,+,NC_003197.2,0,0,0,0
2078,2078,2078,2078,2078,2078,2079,NP_461089.1,GntR family transcriptional regulator,STM2145,yegW,2239477,2240223,-,NC_003197.2,0,0,0,0
2079,2079,2079,2079,2079,2079,2080,NP_461090.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,STM2146,thiD,2240259,2241059,-,NC_003197.2,0,0,0,0
2080,2080,2080,2080,2080,2080,2081,NP_461091.1,hydroxyethylthiazole kinase,STM2147,thiM,2241046,2241843,-,NC_003197.2,0,0,0,0
2081,2081,2081,2081,2081,2081,2082,NP_461092.1,heavy metal resistance protein,STM2148,,2242253,2242567,+,NC_003197.2,0,0,0,0
2082,2082,2082,2082,2082,2082,2083,NP_461093.1,adhesin,STM2149,stcD,2242830,2243837,-,NC_003197.2,0,0,0,0
2083,2083,2083,2083,2083,2083,2084,NP_461094.1,fimbrial assembly protein,STM2150,stcC,2243853,2246342,-,NC_003197.2,0,0,0,0
2084,2084,2084,2084,2084,2084,2085,NP_461095.1,putative periplasmic chaperone protein,STM2151,stcB,2246356,2247039,-,NC_003197.2,0,0,0,0
2085,2085,2085,2085,2085,2085,2086,NP_461096.1,fimbrial chaperone protein,STM2152,stcA,2247095,2247625,-,NC_003197.2,0,0,0,0
2086,2086,2086,2086,2086,2086,2087,NP_461097.1,hypothetical protein,STM2153,yehE,2247904,2248185,-,NC_003197.2,0,0,0,0
2087,2087,2087,2087,2087,2087,2088,NP_461098.1,Fe-S-binding ATPase,STM2154,mrp,2248463,2249572,-,NC_003197.2,0,0,0,0
2088,2088,2088,2088,2088,2088,2089,NP_461099.1,methionine--tRNA ligase,STM2155,metG,2249737,2251770,+,NC_003197.2,0,0,0,0
2089,2089,2089,2089,2089,2089,2090,NP_461100.1,hypothetical protein,STM2156,yehR,2252011,2252469,+,NC_003197.2,0,0,0,0
2090,2090,2090,2090,2090,2090,2091,NP_461101.1,hypothetical protein,STM2156A,,2252641,2253171,+,NC_003197.2,0,0,0,0
2091,2091,2091,2091,2091,2091,2092,NP_461102.1,hypothetical protein,STM2157,yehS,2253228,2253695,-,NC_003197.2,0,0,0,0
2092,2092,2092,2092,2092,2092,2093,NP_461103.1,two-component system response regulator YehT,STM2158,yehT,2253742,2254461,-,NC_003197.2,0,0,0,0
2093,2093,2093,2093,2093,2093,2094,NP_461104.1,sensor histidine kinase,STM2159,yehU,2254458,2256143,-,NC_003197.2,0,0,0,0
2094,2094,2094,2094,2094,2094,2095,NP_461105.1,transcriptional regulator,STM2160,yehV,2256366,2257097,+,NC_003197.2,0,0,0,0
2095,2095,2095,2095,2095,2095,2096,NP_461106.1,hypothetical protein,STM2161,,2257157,2257264,+,NC_003197.2,0,0,0,0
2096,2096,2096,2096,2096,2096,2097,NP_461107.1,ABC transporter permease,STM2162,yehW,2257245,2257976,-,NC_003197.2,0,0,0,0
2097,2097,2097,2097,2097,2097,2098,NP_461108.1,ABC transporter ATP-binding protein,STM2163,yehX,2257960,2258907,-,NC_003197.2,0,0,0,0
2098,2098,2098,2098,2098,2098,2099,NP_461109.1,ABC transporter permease,STM2164,yehY,2258900,2260069,-,NC_003197.2,0,0,0,0
2099,2099,2099,2099,2099,2099,2100,NP_461110.1,ABC transporter substrate-binding protein,STM2165,yehZ,2260073,2260990,-,NC_003197.2,0,0,0,0
2100,2100,2100,2100,2100,2100,2101,NP_461111.1,beta-glucosidase,STM2166,bglX,2261171,2263468,-,NC_003197.2,0,0,0,0
2101,2101,2101,2101,2101,2101,2102,NP_461112.1,D-lactate dehydrogenase,STM2167,dld,2263735,2265465,+,NC_003197.2,0,0,0,0
2102,2102,2102,2102,2102,2102,2103,NP_461113.1,D-alanyl-D-alanine endopeptidase,STM2168,pbpG,2265523,2266470,-,NC_003197.2,0,0,0,0
2103,2103,2103,2103,2103,2103,2104,NP_461114.1,hypothetical protein,STM2169,yohC,2266636,2267223,-,NC_003197.2,0,0,0,0
2104,2104,2104,2104,2104,2104,2105,NP_461115.1,"putative DedA family, membrane protein",STM2170,yohD,2267355,2267951,+,NC_003197.2,0,0,0,0
2105,2105,2105,2105,2105,2105,2106,NP_461116.1,SDR family oxidoreductase,STM2171,yohF,2268000,2268761,-,NC_003197.2,0,0,0,0
2106,2106,2106,2106,2106,2106,2107,NP_461117.1,multidrug transporter permease,STM2172,yohG,2268827,2270263,-,NC_003197.2,0,0,0,0
2107,2107,2107,2107,2107,2107,2108,NP_448577.2,hypothetical protein,STM2173,,2270581,2270664,+,NC_003197.2,0,0,0,0
2108,2108,2108,2108,2108,2108,2109,NP_461119.1,tRNA dihydrouridine(16) synthase DusC,STM2174,yohI,2270722,2271660,-,NC_003197.2,0,0,0,0
2109,2109,2109,2109,2109,2109,2110,NP_461120.1,salicylate hydroxylase,STM2175,,2271769,2272962,-,NC_003197.2,0,0,0,0
