id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6)
2602,NP_251294.1,hypothetical protein,PA2604,,2947803,2948471,+,NC_002516.2,0,0,0
2603,NP_251295.1,sulfurtransferase TusD,PA2605,,2948582,2948977,+,NC_002516.2,0,0,0
2604,NP_251296.1,sulfur relay protein TusC,PA2606,,2948974,2949333,+,NC_002516.2,0,0,0
2605,NP_251297.1,hypothetical protein,PA2607,,2949333,2949638,+,NC_002516.2,0,0,0
2606,NP_251298.1,hypothetical protein,PA2608,,2949635,2949970,+,NC_002516.2,0,0,0
2607,NP_251299.1,hypothetical protein,PA2609,,2949967,2950950,+,NC_002516.2,0,0,0
2608,NP_251300.1,hypothetical protein,PA2610,,2951038,2952012,+,NC_002516.2,0,0,0
2609,NP_251301.1,siroheme synthase,PA2611,cysG,2952017,2953414,-,NC_002516.2,0,0,0
2610,NP_251302.1,serine--tRNA ligase,PA2612,serS,2953416,2954696,-,NC_002516.2,0,0,0
2611,NP_251303.1,recombination factor protein RarA,PA2613,,2954818,2956143,-,NC_002516.2,0,0,0
2612,NP_251304.1,outer-membrane lipoprotein carrier protein,PA2614,lolA,2956153,2956779,-,NC_002516.2,0,0,0
2613,NP_251305.1,DNA translocase FtsK,PA2615,ftsK,2956805,2959240,-,NC_002516.2,0,0,0
2614,NP_251306.1,thioredoxin reductase,PA2616,trxB1,2959468,2960418,+,NC_002516.2,0,0,0
2615,NP_251307.1,leucyl/phenylalanyl-tRNA--protein transferase,PA2617,aat,2960456,2961136,+,NC_002516.2,0,0,0
2616,NP_251308.1,arginyl-tRNA--protein transferase,PA2618,,2961191,2961898,+,NC_002516.2,0,0,0
2617,NP_251309.1,translation initiation factor IF-1,PA2619,infA,2962003,2962221,+,NC_002516.2,0,0,0
2618,NP_251310.1,ATP-binding protease component ClpA,PA2620,clpA,2962303,2964579,-,NC_002516.2,0,0,0
2619,NP_251311.4,ATP-dependent Clp protease adapter protein Clp,PA2621,,2964607,2964975,-,NC_002516.2,0,0,0
2620,NP_251312.1,cold-shock protein CspD,PA2622,cspD,2965201,2965473,+,NC_002516.2,0,0,0
2621,NP_251313.1,isocitrate dehydrogenase,PA2623,icd,2965546,2966802,-,NC_002516.2,0,0,0
2622,NP_251314.1,isocitrate dehydrogenase,PA2624,idh,2967161,2969386,+,NC_002516.2,0,0,0
2623,NP_251315.1,hypothetical protein,PA2625,,2969473,2969943,+,NC_002516.2,0,0,0
2624,NP_251316.1,tRNA-specific 2-thiouridylase MnmA,PA2626,trmU,2969987,2971114,+,NC_002516.2,0,0,0
2625,NP_251317.1,high frequency lysogenization protein HflD,PA2627,,2971111,2971731,+,NC_002516.2,0,0,0
2626,NP_251318.1,hypothetical protein,PA2628,,2971734,2972624,+,NC_002516.2,0,0,0
2627,NP_251319.1,adenylosuccinate lyase,PA2629,purB,2972699,2974069,+,NC_002516.2,0,0,0
2628,NP_251320.1,hypothetical protein,PA2630,,2974129,2975298,+,NC_002516.2,0,0,0
2629,NP_251321.1,acetyltransferase,PA2631,,2975291,2975716,+,NC_002516.2,0,0,0
2630,NP_251322.1,hypothetical protein,PA2632,,2975723,2976343,+,NC_002516.2,0,0,0
2631,NP_251323.1,hypothetical protein,PA2633,,2976340,2977161,+,NC_002516.2,0,0,0
2632,NP_251324.1,isocitrate lyase,PA2634,aceA,2977756,2979351,+,NC_002516.2,0,0,0
2633,NP_251325.1,hypothetical protein,PA2635,,2979530,2981548,+,NC_002516.2,0,0,0
2634,NP_251326.1,hypothetical protein,PA2636,,2981627,2982181,+,NC_002516.2,0,0,0
2635,NP_251327.1,NADH-quinone oxidoreductase subunit A,PA2637,nuoA,2982781,2983194,+,NC_002516.2,0,0,0
2636,NP_251328.1,NADH-quinone oxidoreductase subunit B,PA2638,nuoB,2983205,2983882,+,NC_002516.2,0,0,0
2637,NP_251329.1,NADH:-quinone oxidoreductase subunit C/D,PA2639,nuoD,2983963,2985744,+,NC_002516.2,0,0,0
2638,NP_251330.1,NADH-quinone oxidoreductase subunit E,PA2640,nuoE,2985746,2986246,+,NC_002516.2,0,0,0
2639,NP_251331.1,NADH dehydrogenase I subunit F,PA2641,nuoF,2986243,2987589,+,NC_002516.2,0,0,0
2640,NP_251332.1,NADH-quinone oxidoreductase subunit G,PA2642,nuoG,2987721,2990438,+,NC_002516.2,0,0,0
2641,NP_251333.1,NADH-quinone oxidoreductase subunit H,PA2643,nuoH,2990435,2991430,+,NC_002516.2,0,0,0
2642,NP_251334.1,NADH-quinone oxidoreductase subunit I,PA2644,nuoI,2991442,2991990,+,NC_002516.2,0,0,0
2643,NP_251335.1,NADH-quinone oxidoreductase subunit J,PA2645,nuoJ,2992002,2992502,+,NC_002516.2,0,0,0
2644,NP_251336.1,NADH-quinone oxidoreductase subunit K,PA2646,nuoK,2992548,2992856,+,NC_002516.2,0,0,0
2645,NP_251337.1,NADH-quinone oxidoreductase subunit L,PA2647,nuoL,2992853,2994700,+,NC_002516.2,0,0,0
2646,NP_251338.1,NADH-quinone oxidoreductase subunit M,PA2648,nuoM,2994728,2996257,+,NC_002516.2,0,0,0
2647,NP_251339.1,NADH-quinone oxidoreductase subunit N,PA2649,nuoN,2996265,2997725,+,NC_002516.2,0,0,0
2648,NP_251340.1,hypothetical protein,PA2650,,2997840,2998649,+,NC_002516.2,0,0,0
2649,NP_251341.1,hypothetical protein,PA2651,,2998856,2999914,-,NC_002516.2,0,0,0
2650,NP_251342.1,methyl-accepting chemotaxis protein,PA2652,,3000074,3001759,-,NC_002516.2,0,0,0
2651,NP_251343.1,transporter,PA2653,,3001873,3003198,-,NC_002516.2,0,0,0
2652,NP_251344.1,chemotaxis transducer,PA2654,,3003457,3005601,+,NC_002516.2,0,0,0
2653,NP_251345.1,hypothetical protein,PA2655,,3005606,3005914,-,NC_002516.2,0,0,0
2654,NP_251346.1,two-component sensor,PA2656,,3006005,3007342,-,NC_002516.2,0,0,0
2655,NP_251347.1,two-component response regulator,PA2657,,3007339,3008010,-,NC_002516.2,0,0,0
2656,NP_251348.1,hypothetical protein,PA2658,,3008010,3008324,-,NC_002516.2,0,0,0
2657,NP_251349.1,hypothetical protein,PA2659,,3008324,3008632,-,NC_002516.2,0,0,0
2658,NP_251350.1,hypothetical protein,PA2660,,3008847,3009929,+,NC_002516.2,0,0,0
2659,NP_251351.1,hypothetical protein,PA2661,,3009956,3010849,+,NC_002516.2,0,1,1
2660,NP_251352.1,hypothetical protein,PA2662,,3011100,3012293,-,NC_002516.2,0,0,0
2661,NP_251353.1,psl and pyoverdine operon regulator PpyR,PA2663,ppyR,3012280,3012537,-,NC_002516.2,0,0,0
2662,NP_251354.1,flavohemoprotein,PA2664,fhp,3012592,3013773,-,NC_002516.2,0,0,0
2663,NP_251355.1,anaerobic nitric oxide reductase transcriptional regulator,PA2665,,3013928,3015481,+,NC_002516.2,0,0,0
2664,NP_251356.1,6-carboxytetrahydropterin synthase QueD,PA2666,,3015582,3015938,+,NC_002516.2,0,0,0
2665,NP_251357.1,hypothetical protein,PA2667,,3016246,3016599,+,NC_002516.2,0,0,0
2666,NP_251359.1,hypothetical protein,PA2669,,3017234,3017818,-,NC_002516.2,0,0,0
2667,NP_251360.1,hypothetical protein,PA2670,,3017818,3018804,-,NC_002516.2,0,0,0
2668,NP_251361.1,hypothetical protein,PA2671,,3018848,3019927,-,NC_002516.2,0,0,0
2669,NP_251362.1,type II secretion system protein,PA2672,,3019917,3020507,-,NC_002516.2,0,0,0
2670,NP_251363.1,type II secretion system protein,PA2673,,3020504,3020929,-,NC_002516.2,0,0,0
2671,NP_251364.1,type II secretion system protein,PA2674,,3020929,3021339,-,NC_002516.2,0,0,0
2672,NP_251365.1,type II secretion system protein,PA2675,,3021308,3021742,-,NC_002516.2,0,0,0
2673,NP_251366.1,type II secretion system protein,PA2676,,3021796,3022983,-,NC_002516.2,0,0,0
2674,NP_251367.1,type II secretion protein,PA2677,,3022988,3024715,-,NC_002516.2,0,0,0
2675,NP_251368.1,ABC transporter permease,PA2678,,3024705,3025508,-,NC_002516.2,0,0,0
2676,NP_251369.1,hypothetical protein,PA2679,,3026100,3026852,-,NC_002516.2,0,0,0
2677,NP_251370.1,quinone oxidoreductase,PA2680,,3027078,3028052,+,NC_002516.2,0,0,0
2678,NP_251371.1,transcriptional regulator,PA2681,,3028075,3029004,+,NC_002516.2,0,0,0
2679,NP_251372.1,hypothetical protein,PA2682,,3029187,3030428,+,NC_002516.2,0,0,0
2680,NP_251373.1,serine/threonine dehydratase,PA2683,,3030436,3031398,-,NC_002516.2,0,0,0
2681,NP_251374.1,hypothetical protein,PA2684,,3031749,3035702,-,NC_002516.2,1,1,1
2682,NP_251375.1,hypothetical protein,PA2685,,3035752,3037932,-,NC_002516.2,0,1,1
2683,NP_251376.1,two-component response regulator PfeR,PA2686,pfeR,3037886,3038803,+,NC_002516.2,0,0,0
2684,NP_251377.1,two-component sensor histidine kinase PfeS,PA2687,pfeS,3038803,3040143,+,NC_002516.2,0,0,0
2685,NP_251378.1,ferric enterobactin receptor,PA2688,pfeA,3040242,3042482,+,NC_002516.2,0,0,0
2686,NP_251379.1,hypothetical protein,PA2689,,3042502,3043416,+,NC_002516.2,0,0,0
2687,NP_251380.1,transposase,PA2690,,3043750,3044766,-,NC_002516.2,0,0,0
2688,NP_251381.1,hypothetical protein,PA2691,,3044947,3046152,-,NC_002516.2,0,0,0
2689,NP_251382.1,transcriptional regulator,PA2692,,3046421,3046945,+,NC_002516.2,0,0,0
2690,NP_251383.1,acyl-CoA thioesterase,PA2693,,3047116,3047616,+,NC_002516.2,0,0,0
2691,NP_251384.1,thioredoxin,PA2694,,3047644,3047970,-,NC_002516.2,0,0,0
2692,NP_251385.1,hypothetical protein,PA2695,,3048051,3049154,-,NC_002516.2,0,1,0
2693,NP_251386.1,transcriptional regulator,PA2696,,3049268,3050161,-,NC_002516.2,0,0,0
2694,NP_251387.1,hypothetical protein,PA2697,,3050331,3050612,-,NC_002516.2,0,0,0
2695,NP_251388.1,hydrolase,PA2698,,3050669,3051349,-,NC_002516.2,0,0,0
2696,NP_251389.1,hypothetical protein,PA2699,,3051957,3053795,+,NC_002516.2,0,0,0
2697,NP_251390.1,OpdB proline porin,PA2700,opdB,3053844,3055151,+,NC_002516.2,0,0,0
2698,NP_251391.1,major facilitator superfamily transporter,PA2701,,3055154,3056743,+,NC_002516.2,0,0,0
2699,NP_251392.1,hypothetical protein,PA2702,,3056890,3057366,+,NC_002516.2,1,1,1
2700,NP_251393.1,hypothetical protein,PA2703,,3057376,3057609,+,NC_002516.2,0,0,0
2701,NP_251394.1,transcriptional regulator,PA2704,,3057902,3058921,-,NC_002516.2,0,0,0
2702,NP_251395.1,hypothetical protein,PA2705,,3059035,3060216,-,NC_002516.2,0,0,0
2703,NP_251396.1,hypothetical protein,PA2706,,3060265,3060660,-,NC_002516.2,0,0,0
2704,NP_251397.1,hypothetical protein,PA2707,,3060725,3061570,-,NC_002516.2,0,0,0
2705,NP_251398.1,hypothetical protein,PA2708,,3061733,3062818,-,NC_002516.2,0,0,0
2706,NP_251399.1,cysteine synthase A,PA2709,cysK,3062939,3063913,+,NC_002516.2,0,0,0
2707,NP_251400.1,hypothetical protein,PA2710,,3063972,3064586,+,NC_002516.2,0,0,0
2708,NP_251401.1,spermidine/putrescine-binding protein,PA2711,,3064785,3065876,+,NC_002516.2,0,0,0
2709,NP_251402.1,hypothetical protein,PA2712,,3066296,3067159,+,NC_002516.2,0,0,0
2710,NP_251403.1,hypothetical protein,PA2713,,3067207,3067686,-,NC_002516.2,0,0,0
2711,NP_251404.1,molybdopterin oxidoreductase,PA2714,,3068040,3070349,+,NC_002516.2,0,0,0
2712,NP_251405.1,ferredoxin,PA2715,,3070366,3070704,+,NC_002516.2,0,0,0
2713,NP_251406.1,FMN oxidoreductase,PA2716,,3070719,3071954,-,NC_002516.2,0,0,0
2714,NP_251407.1,chloroperoxidase,PA2717,cpo,3072081,3072911,-,NC_002516.2,0,0,0
2715,NP_251408.1,transcriptional regulator,PA2718,,3073144,3073632,+,NC_002516.2,0,0,0
2716,NP_251409.1,hypothetical protein,PA2719,,3073732,3074418,+,NC_002516.2,0,0,0
2717,NP_251410.1,hypothetical protein,PA2720,,3074580,3075218,-,NC_002516.2,0,0,0
2718,NP_251411.1,hypothetical protein,PA2721,,3075411,3075890,+,NC_002516.2,0,0,0
2719,NP_251412.1,hypothetical protein,PA2722,,3075922,3076314,+,NC_002516.2,0,0,0
2720,NP_251413.1,hypothetical protein,PA2723,,3076344,3076622,+,NC_002516.2,0,0,0
2721,NP_251414.1,hypothetical protein,PA2724,,3076697,3077236,+,NC_002516.2,0,0,0
2722,NP_251415.1,chaperone,PA2725,,3077312,3079195,+,NC_002516.2,0,0,0
2723,NP_251416.1,radical activating enzyme,PA2726,,3079197,3079835,+,NC_002516.2,0,0,0
2724,NP_251419.1,hypothetical protein,PA2729,,3086142,3087491,+,NC_002516.2,0,0,0
2725,NP_251420.1,hypothetical protein,PA2730,,3088660,3089613,-,NC_002516.2,0,0,0
2726,NP_251422.1,hypothetical protein,PA2732,,3090221,3093661,-,NC_002516.2,0,0,0
2727,NP_251423.1,hypothetical protein,PA2733,,3093658,3094185,-,NC_002516.2,0,0,0
2728,NP_251424.1,hypothetical protein,PA2734,,3094757,3096052,-,NC_002516.2,0,0,0
2729,NP_251425.1,restriction-modification system protein,PA2735,,3096130,3098508,-,NC_002516.2,0,0,0
2730,NP_251426.1,hypothetical protein,PA2736,,3098626,3098979,-,NC_002516.2,0,0,0
2731,NP_251427.2,hypothetical protein,PA2737,,3099473,3099829,-,NC_002516.2,0,0,0
2732,NP_251428.1,integration host factor subunit alpha,PA2738,himA,3099810,3100112,-,NC_002516.2,0,0,0
2733,NP_251429.1,phenylalanine--tRNA ligase subunit beta,PA2739,pheT,3100116,3102494,-,NC_002516.2,0,0,0
2734,NP_251430.1,phenylalanine--tRNA ligase subunit alpha,PA2740,pheS,3102529,3103545,-,NC_002516.2,0,0,0
2735,NP_251431.1,50S ribosomal protein L20,PA2741,rplT,3103643,3103999,-,NC_002516.2,0,0,0
2736,NP_251432.1,50S ribosomal protein L35,PA2742,rpmI,3104023,3104217,-,NC_002516.2,0,0,0
2737,NP_251433.1,translation initiation factor IF-3,PA2743,infC,3104279,3104830,-,NC_002516.2,0,0,0
2738,NP_251434.1,threonine--tRNA ligase,PA2744,thrS,3104830,3106752,-,NC_002516.2,0,0,0
2739,NP_251435.1,hydrolase,PA2745,,3107002,3107865,-,NC_002516.2,0,0,0
2740,NP_251436.1,hypothetical protein,PA2746,,3108057,3108383,+,NC_002516.2,0,0,0
2741,YP_008719756.1,hypothetical protein,PA2746a,,3108468,3108644,+,NC_002516.2,0,0,0
2742,NP_251437.1,hypothetical protein,PA2747,,3108970,3109257,-,NC_002516.2,0,0,0
2743,YP_008719757.1,hypothetical protein,PA2747a,,3109456,3109689,-,NC_002516.2,0,0,0
2744,NP_251438.1,methionine aminopeptidase,PA2748,,3109743,3110525,-,NC_002516.2,0,0,0
2745,NP_251439.1,DNA-specific endonuclease I,PA2749,endA,3110901,3111614,+,NC_002516.2,0,0,0
2746,NP_251440.1,hypothetical protein,PA2750,,3111633,3112151,+,NC_002516.2,0,0,0
2747,YP_008719758.1,hypothetical protein,PA2750a,,3112126,3112356,-,NC_002516.2,0,0,0
2748,NP_251441.1,hypothetical protein,PA2751,,3112878,3113777,+,NC_002516.2,0,0,0
2749,NP_251442.1,hypothetical protein,PA2752,,3114240,3114683,-,NC_002516.2,0,0,0
2750,NP_251443.1,hypothetical protein,PA2753,,3114819,3115193,+,NC_002516.2,0,0,0
2751,NP_251444.1,hypothetical protein,PA2754,,3115304,3115633,+,NC_002516.2,0,0,0
2752,YP_008719759.1,hypothetical protein,PA2754a,,3115699,3115896,-,NC_002516.2,0,0,0
2753,YP_008719760.1,hypothetical protein,PA2755a,,3116075,3116305,+,NC_002516.2,0,0,0
2754,NP_251445.1,ecotin,PA2755,eco,3116654,3117124,+,NC_002516.2,0,0,0
2755,NP_251446.1,hypothetical protein,PA2756,,3117177,3117611,-,NC_002516.2,0,0,0
2756,NP_251447.1,hypothetical protein,PA2757,,3117750,3118193,-,NC_002516.2,0,0,0
2757,NP_251448.1,transcriptional regulator,PA2758,,3118296,3119183,+,NC_002516.2,0,0,0
2758,NP_251449.1,hypothetical protein,PA2759,,3119394,3119708,-,NC_002516.2,0,0,0
2759,NP_251450.1,hypothetical protein,PA2760,,3120073,3121350,+,NC_002516.2,0,0,0
2760,NP_251451.1,hypothetical protein,PA2761,,3121462,3121878,+,NC_002516.2,0,0,0
2761,NP_251452.1,hypothetical protein,PA2762,,3121921,3122265,-,NC_002516.2,0,0,0
2762,NP_251453.1,hypothetical protein,PA2763,,3122377,3122586,-,NC_002516.2,0,0,0
2763,YP_008719761.1,hypothetical protein,PA2763a,,3122856,3123044,+,NC_002516.2,0,0,0
2764,NP_251454.1,hypothetical protein,PA2764,,3123599,3124294,+,NC_002516.2,0,0,0
2765,NP_251455.1,hypothetical protein,PA2765,,3124342,3125241,-,NC_002516.2,0,0,0
2766,NP_251456.1,transcriptional regulator,PA2766,,3125583,3126164,-,NC_002516.2,0,0,0
2767,NP_251457.1,enoyl-CoA hydratase,PA2767,,3126252,3127220,+,NC_002516.2,0,0,0
2768,NP_251458.1,hypothetical protein,PA2768,,3127226,3127708,+,NC_002516.2,0,0,0
2769,NP_251459.1,hypothetical protein,PA2769,,3127860,3128270,-,NC_002516.2,0,0,0
2770,NP_251460.1,isomerase,PA2770,,3128292,3129071,-,NC_002516.2,0,0,0
2771,NP_251461.1,hypothetical protein,PA2771,,3129729,3130754,+,NC_002516.2,0,0,0
2772,NP_251462.1,hypothetical protein,PA2772,,3130761,3131159,-,NC_002516.2,0,0,0
2773,YP_008719762.1,hypothetical protein,PA2772a,,3131246,3131416,+,NC_002516.2,0,0,0
2774,NP_251463.1,hypothetical protein,PA2773,,3131509,3132030,-,NC_002516.2,0,0,0
2775,NP_251464.1,hypothetical protein,PA2774,,3132229,3132816,-,NC_002516.2,1,1,1
2776,NP_251465.1,hypothetical protein,PA2775,,3132821,3133258,-,NC_002516.2,0,0,0
2777,NP_251466.1,hypothetical protein,PA2776,,3133710,3134993,+,NC_002516.2,0,0,0
2778,NP_251467.1,hypothetical protein,PA2777,,3135044,3136000,-,NC_002516.2,0,0,0
2779,NP_251468.1,hypothetical protein,PA2778,,3136082,3136963,-,NC_002516.2,0,0,0
2780,NP_251469.1,hypothetical protein,PA2779,,3137044,3137442,-,NC_002516.2,0,0,0
2781,NP_251470.1,hypothetical protein,PA2780,,3137850,3138194,+,NC_002516.2,0,0,0
2782,NP_251471.1,hypothetical protein,PA2781,,3138191,3138532,+,NC_002516.2,0,0,0
2783,NP_251472.1,hypothetical protein,PA2782,,3139011,3139670,+,NC_002516.2,0,0,0
2784,NP_251473.1,hypothetical protein,PA2783,,3139748,3141547,+,NC_002516.2,0,0,0
2785,NP_251474.1,hypothetical protein,PA2784,,3141719,3142276,+,NC_002516.2,0,0,0
2786,NP_251475.1,hypothetical protein,PA2785,,3142285,3142503,+,NC_002516.2,0,0,0
2787,NP_251476.1,hypothetical protein,PA2786,,3142618,3143085,+,NC_002516.2,0,0,0
2788,NP_251477.1,glutamate carboxypeptidase,PA2787,cpg2,3143152,3144390,+,NC_002516.2,0,0,0
2789,NP_251478.1,chemotaxis transducer,PA2788,,3144412,3146007,-,NC_002516.2,0,0,0
2790,NP_251479.1,hypothetical protein,PA2789,,3146251,3147330,+,NC_002516.2,0,0,0
2791,NP_251480.1,hypothetical protein,PA2790,,3147765,3148250,+,NC_002516.2,0,0,0
2792,NP_251481.1,hypothetical protein,PA2791,,3148339,3148629,-,NC_002516.2,0,0,0
2793,NP_251482.1,hypothetical protein,PA2792,,3148723,3149319,-,NC_002516.2,0,0,0
2794,NP_251483.1,hypothetical protein,PA2793,,3149400,3150434,-,NC_002516.2,0,0,0
2795,NP_251485.1,tRNA-dihydrouridine synthase A,PA2795,,3152504,3153502,+,NC_002516.2,0,0,0
2796,NP_251486.1,transaldolase B,PA2796,tal,3153582,3154505,+,NC_002516.2,0,0,0
2797,NP_251487.1,hypothetical protein,PA2797,,3154593,3155075,-,NC_002516.2,0,0,0
2798,NP_251488.1,two-component response regulator,PA2798,,3155072,3156256,-,NC_002516.2,0,0,0
2799,NP_251489.1,hypothetical protein,PA2799,,3156503,3156802,+,NC_002516.2,0,0,0
2800,NP_251490.1,hypothetical protein,PA2800,,3156860,3157564,-,NC_002516.2,0,0,0
2801,NP_251491.1,hypothetical protein,PA2801,,3157667,3158071,+,NC_002516.2,0,0,0
2802,NP_251492.1,transcriptional regulator,PA2802,,3158073,3158792,-,NC_002516.2,0,0,0
2803,NP_251493.1,hypothetical protein,PA2803,,3158926,3159669,+,NC_002516.2,0,0,0
2804,NP_251494.1,hypothetical protein,PA2804,,3159666,3160247,+,NC_002516.2,0,0,0
2805,NP_251495.1,hypothetical protein,PA2805,,3160321,3160584,+,NC_002516.2,0,0,0
2806,NP_251496.1,7-cyano-7-deazaguanine reductase,PA2806,,3160651,3161481,-,NC_002516.2,0,0,0
2807,NP_251497.1,hypothetical protein,PA2807,,3161599,3162216,-,NC_002516.2,0,0,0
2808,NP_251498.1,repressor PtrA,PA2808,ptrA,3162388,3162579,-,NC_002516.2,0,0,0
2809,NP_251499.1,two-component response regulator CopR,PA2809,copR,3162705,3163385,+,NC_002516.2,0,0,0
2810,NP_251500.1,two-component sensor CopS,PA2810,copS,3163382,3164713,+,NC_002516.2,0,0,0
2811,NP_251501.1,ABC transporter permease,PA2811,,3164763,3165542,-,NC_002516.2,0,0,0
2812,NP_251502.1,ABC transporter ATP-binding protein,PA2812,,3165539,3166471,-,NC_002516.2,0,0,0
2813,NP_251503.1,glutathione S-transferase,PA2813,,3166547,3167167,-,NC_002516.2,0,0,0
2814,NP_251504.1,hypothetical protein,PA2814,,3167282,3167953,-,NC_002516.2,0,0,0
2815,NP_251505.1,acyl-CoA dehydrogenase,PA2815,,3168106,3170553,+,NC_002516.2,0,0,0
2816,NP_251506.1,hypothetical protein,PA2816,,3170682,3171062,+,NC_002516.2,0,0,0
2817,NP_251507.1,hypothetical protein,PA2817,,3171121,3171531,+,NC_002516.2,0,0,0
2818,NP_251508.1,aminoglycoside response regulator,PA2818,arr,3171598,3173175,-,NC_002516.2,0,0,0
2819,NP_251510.1,hypothetical protein,PA2820,,3174131,3174904,+,NC_002516.2,0,0,0
2820,NP_251511.1,glutathione S-transferase,PA2821,,3174966,3175628,+,NC_002516.2,0,0,0
2821,NP_251512.1,hypothetical protein,PA2822,,3175638,3176120,-,NC_002516.2,0,0,0
2822,NP_251513.1,hypothetical protein,PA2823,,3176117,3177007,-,NC_002516.2,0,0,0
2823,NP_251514.1,sensor/response regulator hybrid protein,PA2824,,3177090,3179450,+,NC_002516.2,0,0,0
2824,NP_251515.1,transcriptional regulator,PA2825,ospR,3179469,3179960,-,NC_002516.2,0,0,0
2825,NP_251516.1,glutathione peroxidase,PA2826,,3179957,3180442,-,NC_002516.2,0,0,0
2826,NP_251517.1,methionine sulfoxide reductase B,PA2827,,3180554,3180952,-,NC_002516.2,0,0,0
2827,NP_251518.1,aminotransferase,PA2828,,3181137,3182348,+,NC_002516.2,0,0,0
2828,NP_251519.1,hypothetical protein,PA2829,,3182400,3182852,+,NC_002516.2,0,0,0
2829,NP_251520.1,protease HtpX,PA2830,htpX,3182986,3183861,+,NC_002516.2,0,0,0
2830,NP_251521.1,hypothetical protein,PA2831,,3184002,3185129,+,NC_002516.2,0,0,0
2831,NP_251522.1,thiopurine S-methyltransferase,PA2832,tpm,3185161,3185817,-,NC_002516.2,0,0,0
2832,NP_251523.1,hypothetical protein,PA2833,,3185873,3186319,-,NC_002516.2,0,0,0
2833,NP_251524.1,transcriptional regulator,PA2834,,3186449,3187408,+,NC_002516.2,0,0,0
2834,NP_251525.1,major facilitator superfamily transporter,PA2835,,3187546,3189138,+,NC_002516.2,0,0,0
2835,NP_251526.1,secretion protein,PA2836,,3189150,3190214,+,NC_002516.2,0,0,0
2836,NP_251527.1,hypothetical protein,PA2837,,3190211,3191650,+,NC_002516.2,0,0,0
2837,NP_251528.1,transcriptional regulator,PA2838,,3191687,3192658,+,NC_002516.2,0,0,0
2838,NP_251529.1,hypothetical protein,PA2839,,3192749,3193519,+,NC_002516.2,0,0,0
2839,NP_251530.1,ATP-dependent RNA helicase,PA2840,,3193886,3195589,-,NC_002516.2,0,0,0
2840,NP_251531.1,enoyl-CoA hydratase,PA2841,,3195900,3196691,+,NC_002516.2,0,0,0
2841,NP_251532.1,hypothetical protein,PA2842,,3196717,3197466,-,NC_002516.2,0,0,0
2842,NP_251533.1,aldolase,PA2843,,3197642,3198988,+,NC_002516.2,0,0,0
2843,NP_251534.1,hypothetical protein,PA2844,,3199029,3200237,-,NC_002516.2,0,0,0
2844,NP_251535.1,hypothetical protein,PA2845,,3200320,3200553,-,NC_002516.2,0,0,0
2845,NP_251536.1,transcriptional regulator,PA2846,,3200650,3201504,+,NC_002516.2,0,0,0
2846,NP_251537.1,hypothetical protein,PA2847,,3201506,3202255,-,NC_002516.2,0,0,0
2847,NP_251538.1,transcriptional regulator,PA2848,,3202293,3203312,+,NC_002516.2,0,0,0
2848,NP_251539.1,transcriptional regulator,PA2849,ohrR,3203398,3203853,+,NC_002516.2,0,0,0
2849,NP_251540.1,organic hydroperoxide resistance protein,PA2850,ohr,3203998,3204426,+,NC_002516.2,0,0,0
2850,NP_251541.1,elongation factor P,PA2851,efp,3204514,3205080,-,NC_002516.2,0,0,0
2851,NP_251542.1,hypothetical protein,PA2852,,3205123,3206253,-,NC_002516.2,0,0,0
2852,NP_251543.1,outer membrane lipoprotein OprI,PA2853,oprI,3206915,3207166,+,NC_002516.2,0,0,0
2853,NP_251544.1,hypothetical protein,PA2854,,3207290,3208261,-,NC_002516.2,0,0,0
2854,NP_251545.1,hypothetical protein,PA2855,,3208339,3208617,-,NC_002516.2,0,0,0
2855,NP_251546.1,esterase TesA,PA2856,tesA,3208673,3209278,-,NC_002516.2,0,0,0
2856,NP_251547.1,ABC transporter ATP-binding protein,PA2857,,3209289,3209972,+,NC_002516.2,0,0,0
2857,NP_251548.1,hypothetical protein,PA2858,,3209981,3212473,+,NC_002516.2,0,0,0
2858,NP_251549.1,transcription elongation factor GreB,PA2859,greB,3212525,3213031,+,NC_002516.2,0,0,0
2859,NP_251550.1,hypothetical protein,PA2860,,3213044,3213484,-,NC_002516.2,0,0,0
2860,NP_251551.1,2'-5' RNA ligase,PA2861,ligT,3213538,3214086,+,NC_002516.2,0,0,0
2861,NP_251552.1,lactonizing lipase,PA2862,lipA,3214282,3215217,+,NC_002516.2,0,0,0
2862,NP_251553.1,lipase chaperone,PA2863,lipH,3215423,3216289,+,NC_002516.2,0,0,0
2863,NP_251554.1,hypothetical protein,PA2864,,3216456,3216890,-,NC_002516.2,0,0,0
2864,NP_251555.1,glycosylase,PA2865,,3216989,3218419,-,NC_002516.2,0,0,0
2865,NP_251556.1,secretion protein MttC,PA2866,mttC,3218666,3219469,+,NC_002516.2,0,0,0
2866,NP_251557.1,chemotaxis transducer,PA2867,,3219608,3221080,+,NC_002516.2,0,0,0
2867,NP_251558.1,hypothetical protein,PA2868,,3221206,3221565,+,NC_002516.2,0,0,0
2868,NP_251559.1,hypothetical protein,PA2869,,3221652,3222140,+,NC_002516.2,0,0,0
2869,NP_251560.1,hypothetical protein,PA2870,,3222150,3223727,+,NC_002516.2,0,0,0
2870,NP_251561.1,hypothetical protein,PA2871,,3223736,3224533,-,NC_002516.2,0,0,0
