,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
2538,2538,2538,2617,WP_003376950.1,SCO family protein,PSPTO_RS13485,,2900350,2900955,+,NC_004578.1,0,0,0,0
2539,2539,2539,2618,WP_161797763.1,copper chaperone PCu(A)C,PSPTO_RS13490,,2900949,2901443,+,NC_004578.1,0,0,0,0
2540,2540,2540,2619,WP_005762812.1,metallophosphatase family protein,PSPTO_RS13500,,2901682,2902140,-,NC_004578.1,0,0,0,0
2541,2541,2541,2620,WP_011104109.1,ATP phosphoribosyltransferase regulatory subunit,PSPTO_RS13505,,2902216,2902797,-,NC_004578.1,0,0,0,0
2542,2542,2542,2621,WP_005762801.1,GNAT family N-acetyltransferase,PSPTO_RS13510,,2903125,2903628,-,NC_004578.1,0,0,0,0
2543,2543,2543,2622,WP_005762799.1,hypothetical protein,PSPTO_RS13515,,2903711,2904160,-,NC_004578.1,0,0,0,0
2544,2544,2544,2623,WP_007245963.1,TauD/TfdA family dioxygenase,PSPTO_RS13520,,2904461,2905300,+,NC_004578.1,0,0,0,0
2545,2545,2545,2624,WP_007245964.1,hypothetical protein,PSPTO_RS13525,,2905391,2905642,+,NC_004578.1,0,0,0,0
2546,2546,2546,2625,WP_005762795.1,GAF domain-containing protein,PSPTO_RS13530,,2905681,2906178,-,NC_004578.1,0,0,0,1
2547,2547,2547,2626,WP_046463299.1,methyl-accepting chemotaxis protein,PSPTO_RS13535,,2906368,2908293,+,NC_004578.1,0,0,0,0
2548,2548,2548,2627,WP_005617775.1,LysR family transcriptional regulator,PSPTO_RS13540,,2908370,2909275,-,NC_004578.1,0,0,0,0
2549,2549,2549,2628,WP_011104111.1,aspartate aminotransferase family protein,PSPTO_RS13545,,2909379,2910581,+,NC_004578.1,0,0,0,0
2550,2550,2550,2629,WP_005762784.1,DUF4174 domain-containing protein,PSPTO_RS13550,,2910705,2911238,+,NC_004578.1,0,0,0,0
2551,2551,2551,2630,WP_005762782.1,CBS domain-containing protein,PSPTO_RS13555,,2911293,2911733,-,NC_004578.1,0,0,0,0
2552,2552,2552,2631,WP_011104112.1,DNA polymerase II,PSPTO_RS13560,,2911958,2914321,+,NC_004578.1,0,0,0,0
2553,2553,2553,2632,WP_011104113.1,NAD-dependent protein deacetylase,PSPTO_RS13565,,2914318,2915163,-,NC_004578.1,0,0,0,0
2554,2554,2554,2633,WP_005762776.1,PhzF family phenazine biosynthesis protein,PSPTO_RS13570,,2915330,2916172,+,NC_004578.1,0,0,0,0
2555,2555,2555,2634,WP_011104114.1,TIGR03915 family putative DNA repair protein,PSPTO_RS13575,,2916314,2917153,-,NC_004578.1,0,0,0,0
2556,2556,2556,2636,WP_005762770.1,LysR substrate-binding domain-containing protein,PSPTO_RS13585,,2918440,2919312,-,NC_004578.1,0,0,0,0
2557,2557,2557,2637,WP_011104115.1,transporter substrate-binding domain-containing protein,PSPTO_RS13590,,2919555,2920397,+,NC_004578.1,0,0,0,0
2558,2558,2558,2638,WP_011104116.1,amino acid ABC transporter permease,PSPTO_RS13595,,2920441,2921175,+,NC_004578.1,0,0,0,0
2559,2559,2559,2639,WP_005762766.1,amino acid ABC transporter permease,PSPTO_RS13600,,2921165,2921953,+,NC_004578.1,0,0,0,0
2560,2560,2560,2640,WP_011104117.1,amino acid ABC transporter ATP-binding protein,PSPTO_RS13605,,2921940,2922776,+,NC_004578.1,0,0,0,0
2561,2561,2561,2641,WP_011104118.1,cysteine dioxygenase family protein,PSPTO_RS13610,,2922804,2923397,+,NC_004578.1,0,0,0,0
2562,2562,2562,2642,WP_011104119.1,cystathionine beta-lyase,PSPTO_RS13615,metC,2923595,2926390,+,NC_004578.1,0,0,0,0
2563,2563,2563,2643,WP_154072970.1,hypothetical protein,PSPTO_RS13620,,2926459,2926605,+,NC_004578.1,0,0,0,1
2564,2564,2564,2644,WP_011104120.1,zinc ABC transporter ATP-binding protein AztA,PSPTO_RS13625,,2926602,2927351,+,NC_004578.1,0,0,0,0
2565,2565,2565,2645,WP_003376994.1,metal ABC transporter permease,PSPTO_RS13630,,2927348,2928217,+,NC_004578.1,0,0,0,0
2566,2566,2566,2646,WP_011104121.1,metal ABC transporter substrate-binding protein,PSPTO_RS13635,,2928229,2929125,+,NC_004578.1,0,0,0,0
2567,2567,2567,2647,WP_007245976.1,galactose mutarotase,PSPTO_RS13640,,2929175,2930323,-,NC_004578.1,0,0,0,0
2568,2568,2568,2648,WP_011104122.1,SMP-30/gluconolactonase/LRE family protein,PSPTO_RS13645,,2930623,2931495,+,NC_004578.1,0,0,0,0
2569,2569,2569,2649,WP_007245978.1,substrate-binding domain-containing protein,PSPTO_RS13650,,2931657,2932670,+,NC_004578.1,0,0,0,0
2570,2570,2570,2650,WP_011104123.1,L-arabinose ABC transporter ATP-binding protein AraG,PSPTO_RS13655,araG,2932726,2934249,+,NC_004578.1,0,0,0,0
2571,2571,2571,2651,WP_003377005.1,L-arabinose ABC transporter permease AraH,PSPTO_RS13660,araH,2934290,2935255,+,NC_004578.1,0,0,0,0
2572,2572,2572,2652,WP_005762738.1,HAMP domain-containing histidine kinase,PSPTO_RS13665,,2935352,2936677,-,NC_004578.1,0,0,0,0
2573,2573,2573,2653,WP_011104125.1,response regulator transcription factor,PSPTO_RS13670,,2936674,2937375,-,NC_004578.1,0,0,0,0
2574,2574,2574,2654,WP_005762734.1,MipA/OmpV family protein,PSPTO_RS13675,,2937426,2938205,-,NC_004578.1,0,0,0,0
2575,2575,2575,2655,WP_005762732.1,FAD-dependent oxidoreductase,PSPTO_RS13680,,2938265,2939854,-,NC_004578.1,0,0,0,0
2576,2576,2576,2656,WP_005762731.1,TetR/AcrR family transcriptional regulator,PSPTO_RS13685,,2940143,2940871,+,NC_004578.1,0,0,0,0
2577,2577,2577,2657,WP_005762729.1,hypothetical protein,PSPTO_RS13690,,2940935,2941675,+,NC_004578.1,0,0,0,0
2578,2578,2578,2658,WP_005762727.1,hypothetical protein,PSPTO_RS13695,,2941675,2942142,+,NC_004578.1,0,0,0,0
2579,2579,2579,2659,WP_046463494.1,CAP domain-containing protein,PSPTO_RS13700,,2942262,2943113,+,NC_004578.1,0,0,0,0
2580,2580,2580,2661,WP_011104129.1,response regulator,PSPTO_RS13710,,2943337,2943714,-,NC_004578.1,0,0,0,0
2581,2581,2581,2662,WP_011104130.1,ATP-binding protein,PSPTO_RS13715,,2943711,2946692,-,NC_004578.1,0,0,0,0
2582,2582,2582,2664,WP_005762712.1,(2Fe-2S)-binding protein,PSPTO_RS13725,,2949573,2950250,+,NC_004578.1,0,0,0,0
2583,2583,2583,2665,WP_005762709.1,xanthine dehydrogenase family protein subunit M,PSPTO_RS13730,,2950250,2951233,+,NC_004578.1,0,0,0,0
2584,2584,2584,2666,WP_007245994.1,xanthine dehydrogenase family protein molybdopterin-binding subunit,PSPTO_RS13735,,2951243,2953459,+,NC_004578.1,0,0,0,0
2585,2585,2585,2667,WP_007245995.1,XdhC family protein,PSPTO_RS13740,,2953462,2954430,+,NC_004578.1,0,0,0,0
2586,2586,2586,2668,WP_005762703.1,nucleotidyltransferase family protein,PSPTO_RS13745,,2954411,2955034,-,NC_004578.1,0,0,0,0
2587,2587,2587,2669,WP_005762701.1,flavin reductase family protein,PSPTO_RS13750,,2955177,2955761,+,NC_004578.1,0,0,0,0
2588,2588,2588,2670,WP_005762699.1,aldehyde dehydrogenase family protein,PSPTO_RS13755,,2956044,2957435,-,NC_004578.1,0,0,0,0
2589,2589,2589,2671,WP_005762697.1,LysR family transcriptional regulator,PSPTO_RS13760,,2957538,2958416,+,NC_004578.1,0,0,0,0
2590,2590,2590,2672,WP_011104133.1,tartrate dehydrogenase,PSPTO_RS13765,,2958422,2959516,-,NC_004578.1,0,0,0,0
2591,2591,2591,2673,WP_007246000.1,LysR substrate-binding domain-containing protein,PSPTO_RS13770,,2959629,2960534,+,NC_004578.1,0,0,0,0
2592,2592,2592,2674,WP_005762690.1,ABC transporter ATP-binding protein,PSPTO_RS13775,,2960581,2961735,-,NC_004578.1,0,0,0,0
2593,2593,2593,2675,WP_011104134.1,ABC transporter permease,PSPTO_RS13780,,2961732,2962547,-,NC_004578.1,0,0,0,0
2594,2594,2594,2676,WP_005762686.1,ABC transporter permease,PSPTO_RS13785,,2962554,2963510,-,NC_004578.1,0,0,0,0
2595,2595,2595,2677,WP_005762684.1,ABC transporter substrate-binding protein,PSPTO_RS13790,,2963495,2964520,-,NC_004578.1,0,0,0,0
2596,2596,2596,2678,WP_011104135.1,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II",PSPTO_RS13795,,2964810,2965919,-,NC_004578.1,0,0,0,0
2597,2597,2597,2679,WP_005762682.1,DUF1330 domain-containing protein,PSPTO_RS13800,,2966014,2966304,+,NC_004578.1,0,0,0,0
2598,2598,2598,2680,WP_005762680.1,NUDIX hydrolase,PSPTO_RS13805,,2966404,2966967,-,NC_004578.1,0,0,0,0
2599,2599,2599,2681,WP_011104136.1,GntR family transcriptional regulator,PSPTO_RS13810,,2966969,2967721,-,NC_004578.1,0,0,0,0
2600,2600,2600,2682,WP_003382778.1,flavin reductase family protein,PSPTO_RS13815,,2967912,2968397,-,NC_004578.1,0,0,0,0
2601,2601,2601,2683,WP_011104137.1,aldehyde dehydrogenase,PSPTO_RS13820,,2968411,2969892,-,NC_004578.1,0,0,0,0
2602,2602,2602,2684,WP_007246008.1,alpha/beta hydrolase,PSPTO_RS13825,,2969889,2970737,-,NC_004578.1,0,0,0,0
2603,2603,2603,2685,WP_005762667.1,amino acid synthesis family protein,PSPTO_RS13830,,2970772,2971362,-,NC_004578.1,0,0,0,0
2604,2604,2604,2686,WP_011104138.1,glutathione-independent formaldehyde dehydrogenase,PSPTO_RS13835,,2971649,2972788,+,NC_004578.1,0,0,0,0
2605,2605,2605,2687,WP_007246009.1,glucose 1-dehydrogenase,PSPTO_RS13840,,2972883,2973743,+,NC_004578.1,0,0,0,0
2606,2606,2606,2688,WP_032640670.1,transglycosylase SLT domain-containing protein,PSPTO_RS13845,,2974074,2974919,+,NC_004578.1,0,1,1,0
2607,2607,2607,2689,WP_225982993.1,low affinity iron permease family protein,PSPTO_RS13850,,2975204,2975431,+,NC_004578.1,0,0,0,1
2608,2608,2608,2690,WP_011104140.1,NAD-dependent succinate-semialdehyde dehydrogenase,PSPTO_RS13855,,2975356,2976786,+,NC_004578.1,0,0,0,0
2609,2609,2609,2691,WP_010213291.1,D-alanyl-D-alanine endopeptidase,PSPTO_RS13860,pbpG,2976862,2977803,-,NC_004578.1,0,0,0,0
2610,2610,2610,2692,WP_007246013.1,hypothetical protein,PSPTO_RS13865,,2978065,2978625,+,NC_004578.1,0,0,0,0
2611,2611,2611,2693,WP_005737770.1,hypothetical protein,PSPTO_RS13870,,2978728,2978910,-,NC_004578.1,0,1,1,0
2612,2612,2612,2694,WP_003410180.1,hypothetical protein,PSPTO_RS13875,,2979083,2979439,-,NC_004578.1,0,0,0,0
2613,2613,2613,2696,WP_005762646.1,DUF480 domain-containing protein,PSPTO_RS13885,,2980482,2981147,-,NC_004578.1,0,0,0,0
2614,2614,2614,2697,WP_005762644.1,DUF1993 domain-containing protein,PSPTO_RS13890,,2981303,2981812,+,NC_004578.1,0,0,0,1
2615,2615,2615,2698,WP_011104143.1,MFS transporter,PSPTO_RS13895,,2982076,2983230,+,NC_004578.1,0,0,0,0
2616,2616,2616,2699,WP_011104144.1,transcriptional activator NhaR,PSPTO_RS13900,nhaR,2983227,2984129,-,NC_004578.1,0,0,0,0
2617,2617,2617,2700,WP_011104145.1,lipoprotein,PSPTO_RS13905,,2984262,2984504,+,NC_004578.1,0,0,0,0
2618,2618,2618,2701,WP_011104146.1,TerC family protein,PSPTO_RS13910,,2984539,2985300,+,NC_004578.1,0,0,0,0
2619,2619,2619,2702,WP_011104147.1,hypothetical protein,PSPTO_RS13915,,2985402,2985581,-,NC_004578.1,0,0,0,0
2620,2620,2620,2703,WP_011104148.1,peptidase C39 family protein,PSPTO_RS13920,,2985801,2986496,+,NC_004578.1,0,0,0,0
2621,2621,2621,2704,WP_007246020.1,FAD-binding oxidoreductase,PSPTO_RS13925,,2986568,2987851,-,NC_004578.1,0,0,0,0
2622,2622,2622,2705,WP_005762629.1,SDR family oxidoreductase,PSPTO_RS13940,,2988478,2989539,-,NC_004578.1,0,0,0,0
2623,2623,2623,2706,WP_005762628.1,NUDIX domain-containing protein,PSPTO_RS13945,,2989651,2990037,-,NC_004578.1,0,0,0,0
2624,2624,2624,2707,WP_005762626.1,NAD(P)-dependent alcohol dehydrogenase,PSPTO_RS13950,,2990361,2991437,-,NC_004578.1,0,0,0,0
2625,2625,2625,2709,WP_005762621.1,hypothetical protein,PSPTO_RS13965,,2994802,2995356,+,NC_004578.1,0,1,1,1
2626,2626,2626,2710,WP_005762619.1,carbohydrate kinase,PSPTO_RS13970,,2995844,2996782,-,NC_004578.1,0,0,0,0
2627,2627,2627,2711,WP_005762617.1,xylulokinase,PSPTO_RS13975,xylB,2996807,2998288,-,NC_004578.1,0,0,0,0
2628,2628,2628,2712,WP_005762615.1,mannitol dehydrogenase family protein,PSPTO_RS13980,,2998299,2999780,-,NC_004578.1,0,0,0,0
2629,2629,2629,2714,WP_003382858.1,carbohydrate ABC transporter permease,PSPTO_RS13990,,3000944,3001777,-,NC_004578.1,0,0,0,0
2630,2630,2630,2715,WP_011104151.1,sugar ABC transporter permease,PSPTO_RS13995,,3001788,3002720,-,NC_004578.1,0,0,0,0
2631,2631,2631,2716,WP_003382856.1,sugar ABC transporter substrate-binding protein,PSPTO_RS14000,,3002808,3004130,-,NC_004578.1,0,0,0,0
2632,2632,2632,2717,WP_005762608.1,AraC family transcriptional regulator,PSPTO_RS14005,,3004371,3005276,-,NC_004578.1,0,0,0,0
2633,2633,2633,2718,WP_005762606.1,precorrin-6A synthase (deacetylating),PSPTO_RS14010,cobF,3005404,3006189,+,NC_004578.1,0,0,0,0
2634,2634,2634,2719,WP_005762604.1,glycosyltransferase family 4 protein,PSPTO_RS14015,,3006174,3007496,-,NC_004578.1,0,0,0,0
2635,2635,2635,2720,WP_005762602.1,response regulator,PSPTO_RS14020,,3007489,3007848,-,NC_004578.1,0,0,0,0
2636,2636,2636,2721,WP_011104152.1,response regulator,PSPTO_RS14025,,3008195,3011707,+,NC_004578.1,0,0,0,0
2637,2637,2637,2722,WP_046463499.1,chemotaxis protein CheR,PSPTO_RS14030,,3011781,3012602,+,NC_004578.1,0,0,0,0
2638,2638,2638,2723,WP_011104154.1,chemotaxis protein CheB,PSPTO_RS14035,,3012599,3013213,+,NC_004578.1,0,0,0,0
2639,2639,2639,2724,WP_011104155.1,hybrid sensor histidine kinase/response regulator,PSPTO_RS14040,,3013207,3014388,+,NC_004578.1,0,0,0,0
2640,2640,2640,2725,WP_003382842.1,response regulator,PSPTO_RS14045,,3014480,3014857,+,NC_004578.1,0,0,0,0
2641,2641,2641,2726,WP_011104156.1,response regulator,PSPTO_RS14050,,3014885,3016915,-,NC_004578.1,0,0,0,0
2642,2642,2642,2727,WP_007244012.1,AAA family ATPase,PSPTO_RS14055,,3016912,3018396,-,NC_004578.1,0,0,0,0
2643,2643,2643,2728,WP_011104157.1,crotonase/enoyl-CoA hydratase family protein,PSPTO_RS14060,,3018617,3019429,+,NC_004578.1,0,0,0,0
2644,2644,2644,2729,WP_005762586.1,NAD(+) diphosphatase,PSPTO_RS14065,nudC,3019482,3020318,+,NC_004578.1,0,0,0,0
2645,2645,2645,2730,WP_005737718.1,TSUP family transporter,PSPTO_RS14070,,3020286,3021065,-,NC_004578.1,0,0,0,0
2646,2646,2646,2731,WP_011104158.1,Gfo/Idh/MocA family oxidoreductase,PSPTO_RS14075,,3021171,3022319,-,NC_004578.1,0,0,0,0
2647,2647,2647,2732,WP_005762581.1,SDR family oxidoreductase,PSPTO_RS14080,,3022420,3023187,-,NC_004578.1,0,0,0,0
2648,2648,2648,2733,WP_005762579.1,phosphotransferase family protein,PSPTO_RS14085,,3023215,3024282,-,NC_004578.1,0,0,0,0
2649,2649,2649,2734,WP_003382829.1,SCP2 sterol-binding domain-containing protein,PSPTO_RS14090,,3024485,3024802,-,NC_004578.1,0,0,0,0
2650,2650,2650,2735,WP_005762577.1,histidine phosphatase family protein,PSPTO_RS14095,,3024858,3025568,-,NC_004578.1,0,0,0,0
2651,2651,2651,2736,WP_005762574.1,protease SohB,PSPTO_RS14100,sohB,3025774,3026796,+,NC_004578.1,0,0,0,0
2652,2652,2652,2737,WP_005762572.1,DUF934 domain-containing protein,PSPTO_RS14110,,3027056,3027550,-,NC_004578.1,0,0,0,0
2653,2653,2653,2738,WP_004396332.1,nitrite/sulfite reductase,PSPTO_RS14115,,3027534,3029192,-,NC_004578.1,0,0,0,0
2654,2654,2654,2739,WP_005762569.1,ABC transporter substrate-binding protein,PSPTO_RS14120,,3029742,3030842,+,NC_004578.1,0,0,0,0
2655,2655,2655,2740,WP_011104161.1,methionine synthase,PSPTO_RS14125,metH,3030852,3034571,-,NC_004578.1,0,0,0,0
2656,2656,2656,2741,WP_161797780.1,fatty acid cis/trans isomerase,PSPTO_RS14130,,3034909,3037041,+,NC_004578.1,0,0,0,0
2657,2657,2657,2742,WP_046463501.1,acyltransferase,PSPTO_RS14135,,3037115,3038239,+,NC_004578.1,0,0,0,0
2658,2658,2658,2743,WP_002553665.1,Fe-S biogenesis protein NfuA,PSPTO_RS14140,nfuA,3038310,3038903,+,NC_004578.1,0,0,0,0
2659,2659,2659,2744,WP_011104163.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,PSPTO_RS14145,,3039164,3041113,-,NC_004578.1,0,0,0,0
2660,2660,2660,2745,WP_011104164.1,gamma-carboxygeranoyl-CoA hydratase,PSPTO_RS14150,,3041110,3041958,-,NC_004578.1,0,0,0,0
2661,2661,2661,2746,WP_005762555.1,methylcrotonoyl-CoA carboxylase,PSPTO_RS14155,,3041973,3043580,-,NC_004578.1,0,0,0,0
2662,2662,2662,2747,WP_044389757.1,isovaleryl-CoA dehydrogenase,PSPTO_RS14160,,3043594,3044757,-,NC_004578.1,0,0,0,0
2663,2663,2663,2748,WP_159229451.1,hypothetical protein,PSPTO_RS14165,,3044941,3045216,+,NC_004578.1,0,0,0,1
2664,2664,2664,2749,WP_002551322.1,IS21-like element ISPsy4 family transposase,PSPTO_RS14170,istA,3045260,3046282,+,NC_004578.1,0,0,0,1
2665,2665,2665,2750,WP_005741073.1,IS21-like element ISPsy4 family helper ATPase IstB,PSPTO_RS14175,istB,3046279,3047088,+,NC_004578.1,0,0,0,0
2666,2666,2666,2751,WP_011104166.1,hydroxymethylglutaryl-CoA lyase,PSPTO_RS14180,,3047462,3048361,-,NC_004578.1,0,0,0,0
2667,2667,2667,2752,WP_005762545.1,MerR family DNA-binding transcriptional regulator,PSPTO_RS14185,,3048392,3048784,-,NC_004578.1,0,0,0,0
2668,2668,2668,2753,WP_005762543.1,LysR family transcriptional regulator,PSPTO_RS14190,,3048952,3049881,-,NC_004578.1,0,0,0,0
2669,2669,2669,2754,WP_011104167.1,acyl-CoA dehydrogenase,PSPTO_RS14195,,3050066,3051295,+,NC_004578.1,0,0,0,0
2670,2670,2670,2755,WP_046463508.1,phosphate ABC transporter substrate-binding/OmpA family protein,PSPTO_RS14200,,3051325,3052668,-,NC_004578.1,0,0,0,0
2671,2671,2671,2756,WP_011104169.1,exodeoxyribonuclease III,PSPTO_RS14205,xthA,3052800,3053612,-,NC_004578.1,0,0,0,0
2672,2672,2672,2757,WP_005762534.1,GNAT family N-acetyltransferase,PSPTO_RS14210,,3053803,3054474,+,NC_004578.1,0,0,0,0
2673,2673,2673,2758,WP_011104170.1,autotransporter assembly complex protein TamA,PSPTO_RS14215,,3054534,3056258,+,NC_004578.1,0,0,0,0
2674,2674,2674,2759,WP_046463502.1,translocation/assembly module TamB,PSPTO_RS14220,,3056264,3059944,+,NC_004578.1,0,0,0,0
2675,2675,2675,2760,WP_011104172.1,LysR family transcriptional regulator,PSPTO_RS14225,,3060050,3060967,+,NC_004578.1,0,0,0,0
2676,2676,2676,2761,WP_004396268.1,thiol peroxidase,PSPTO_RS14230,tpx,3061058,3061558,+,NC_004578.1,0,0,0,0
2677,2677,2677,2762,WP_005762525.1,MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit,PSPTO_RS14235,,3061710,3063011,+,NC_004578.1,0,0,0,0
2678,2678,2678,2764,WP_011104174.1,efflux RND transporter permease subunit,PSPTO_RS14245,,3066116,3069223,+,NC_004578.1,0,0,0,0
2679,2679,2679,2765,WP_011104175.1,efflux transporter outer membrane subunit,PSPTO_RS14250,,3069220,3070692,+,NC_004578.1,0,0,0,0
2680,2680,2680,2766,WP_011104176.1,bifunctional diguanylate cyclase/phosphodiesterase,PSPTO_RS14255,,3070860,3072971,+,NC_004578.1,0,0,0,0
2681,2681,2681,2767,WP_005762514.1,SDR family oxidoreductase,PSPTO_RS14260,,3073084,3073830,+,NC_004578.1,0,0,0,0
2682,2682,2682,2768,WP_122448205.1,hypothetical protein,PSPTO_RS29895,,3073877,3074020,-,NC_004578.1,0,0,0,1
2683,2683,2683,2769,WP_007243982.1,"alpha-1,4-glucan--maltose-1-phosphate maltosyltransferase",PSPTO_RS14265,,3074330,3076348,+,NC_004578.1,0,0,0,0
2684,2684,2684,2770,WP_011104178.1,maltose alpha-D-glucosyltransferase,PSPTO_RS14270,treS,3076368,3079694,+,NC_004578.1,0,0,0,0
2685,2685,2685,2771,WP_011104179.1,"1,4-alpha-glucan branching protein GlgB",PSPTO_RS14275,glgB,3079691,3081916,+,NC_004578.1,0,0,0,0
2686,2686,2686,2772,WP_057443127.1,autotransporter outer membrane beta-barrel domain-containing protein,PSPTO_RS14280,,3081957,3084611,-,NC_004578.1,0,0,0,0
2687,2687,2687,2773,WP_024666071.1,MFS transporter,PSPTO_RS14285,,3084908,3086101,-,NC_004578.1,0,0,0,0
2688,2688,2688,2774,WP_007243977.1,lactonase family protein,PSPTO_RS14290,,3086329,3087462,+,NC_004578.1,0,0,0,0
2689,2689,2689,2775,WP_024666072.1,ABC-F family ATPase,PSPTO_RS14295,,3087525,3089114,-,NC_004578.1,0,0,0,0
2690,2690,2690,2776,WP_011104183.1,LPS biosynthesis protein,PSPTO_RS14300,,3089486,3090349,-,NC_004578.1,0,0,0,0
2691,2691,2691,2777,WP_162491829.1,hypothetical protein,PSPTO_RS14305,,3090786,3090944,+,NC_004578.1,0,0,0,1
2692,2692,2692,2778,WP_005762491.1,DUF3053 domain-containing protein,PSPTO_RS14310,,3091241,3091942,+,NC_004578.1,0,0,0,0
2693,2693,2693,2779,WP_046463503.1,GNAT family N-acetyltransferase,PSPTO_RS14315,,3092030,3092578,+,NC_004578.1,0,0,0,1
2694,2694,2694,2780,WP_005762487.1,DUF3830 family protein,PSPTO_RS14320,,3092691,3093116,+,NC_004578.1,0,0,0,0
2695,2695,2695,2781,WP_005762486.1,hemerythrin domain-containing protein,PSPTO_RS14325,,3093232,3093675,+,NC_004578.1,0,0,0,0
2696,2696,2696,2782,WP_024666073.1,hypothetical protein,PSPTO_RS30060,,3093895,3094083,+,NC_004578.1,0,0,0,1
2697,2697,2697,2783,WP_004396234.1,transporter substrate-binding domain-containing protein,PSPTO_RS14335,,3094410,3095261,+,NC_004578.1,0,0,0,0
2698,2698,2698,2784,WP_011104187.1,amino acid ABC transporter permease,PSPTO_RS14340,,3095325,3095987,+,NC_004578.1,0,0,0,0
2699,2699,2699,2785,WP_011104188.1,amino acid ABC transporter permease,PSPTO_RS14345,,3095997,3096659,+,NC_004578.1,0,0,0,0
2700,2700,2700,2786,WP_005762478.1,amino acid ABC transporter ATP-binding protein,PSPTO_RS14350,,3096656,3097447,+,NC_004578.1,0,0,0,0
2701,2701,2701,2787,WP_005762476.1,RidA family protein,PSPTO_RS14355,,3097484,3097870,+,NC_004578.1,0,0,0,0
2702,2702,2702,2788,WP_005762474.1,IclR family transcriptional regulator,PSPTO_RS14360,,3098025,3098789,+,NC_004578.1,0,0,0,0
2703,2703,2703,2789,WP_005762472.1,amino acid deaminase,PSPTO_RS14365,,3098807,3100042,+,NC_004578.1,0,0,0,0
2704,2704,2704,2790,WP_011104189.1,sugar kinase,PSPTO_RS14370,,3100071,3100994,+,NC_004578.1,0,0,0,0
2705,2705,2705,2791,WP_046463504.1,UvrD-helicase domain-containing protein,PSPTO_RS14375,,3101124,3103616,+,NC_004578.1,0,0,0,0
2706,2706,2706,2792,WP_005762465.1,DUF1652 domain-containing protein,PSPTO_RS14380,,3103627,3103893,-,NC_004578.1,0,1,1,0
2707,2707,2707,2793,WP_007243967.1,hypothetical protein,PSPTO_RS14385,,3103912,3104112,-,NC_004578.1,0,0,0,1
2708,2708,2708,2794,WP_005762461.1,polyamine ABC transporter substrate-binding protein,PSPTO_RS14390,,3104282,3105361,+,NC_004578.1,0,0,0,0
2709,2709,2709,2795,WP_010203323.1,ABC transporter ATP-binding protein,PSPTO_RS14395,,3105372,3106085,-,NC_004578.1,0,0,0,0
2710,2710,2710,2796,WP_011104191.1,ABC transporter permease,PSPTO_RS14400,,3106089,3106937,-,NC_004578.1,0,0,0,0
2711,2711,2711,2797,WP_011104192.1,aliphatic sulfonate ABC transporter substrate-binding protein,PSPTO_RS14405,,3106934,3107944,-,NC_004578.1,0,0,0,0
2712,2712,2712,2798,WP_024666082.1,hypothetical protein,PSPTO_RS14410,,3108443,3109129,+,NC_004578.1,0,0,0,0
2713,2713,2713,2799,WP_011104195.1,aldo/keto reductase,PSPTO_RS14415,,3109136,3110131,-,NC_004578.1,0,0,0,0
2714,2714,2714,2800,WP_010203307.1,transcriptional repressor LexA,PSPTO_RS14420,lexA,3110558,3111175,+,NC_004578.1,0,0,0,0
2715,2715,2715,2801,WP_005762447.1,translesion DNA synthesis-associated protein ImuA,PSPTO_RS14425,imuA,3111175,3111795,+,NC_004578.1,0,0,0,0
2716,2716,2716,2802,WP_046463506.1,DNA polymerase Y family protein,PSPTO_RS14430,,3111803,3113218,+,NC_004578.1,0,0,0,0
2717,2717,2717,2803,WP_011104197.1,error-prone DNA polymerase,PSPTO_RS14435,,3113215,3116310,+,NC_004578.1,0,0,0,0
2718,2718,2718,2804,WP_011104198.1,DUF1989 domain-containing protein,PSPTO_RS14440,,3116381,3117232,+,NC_004578.1,0,0,0,0
2719,2719,2719,2805,WP_046463507.1,hypothetical protein,PSPTO_RS14445,,3117534,3118034,+,NC_004578.1,0,0,0,0
2720,2720,2720,2806,WP_046463533.1,hypothetical protein,PSPTO_RS14450,,3118031,3118969,+,NC_004578.1,0,1,1,1
2721,2721,2721,2807,WP_149032124.1,hypothetical protein,PSPTO_RS14455,,3119020,3119745,+,NC_004578.1,0,1,0,0
2722,2722,2722,2811,WP_046463531.1,polysaccharide deacetylase family protein,PSPTO_RS14475,,3121356,3122255,+,NC_004578.1,0,0,0,0
2723,2723,2723,2812,WP_011104203.1,amidohydrolase family protein,PSPTO_RS14480,,3122263,3123522,-,NC_004578.1,0,0,0,0
2724,2724,2724,2813,WP_011104204.1,MFS transporter,PSPTO_RS14485,,3123525,3124841,-,NC_004578.1,0,0,0,0
2725,2725,2725,2814,WP_011104205.1,LysR substrate-binding domain-containing protein,PSPTO_RS14490,,3125032,3125928,-,NC_004578.1,0,0,0,0
2726,2726,2726,2815,WP_011104206.1,LysR substrate-binding domain-containing protein,PSPTO_RS14495,,3125953,3126858,-,NC_004578.1,0,0,0,0
2727,2727,2727,2816,WP_011104207.1,FAD-binding oxidoreductase,PSPTO_RS14500,,3127013,3130060,+,NC_004578.1,0,0,0,0
