assembly,TXSS/T1SS,TXSS/T2SS,TXSS/T3SS,TXSS/T4SS,TXSS/T6SS,Genome Name,Phylum,Class,Order,Family,Genus,Species,Assembly Accession,CDS
GCA_000023545,0,1,0,0,0,Dickeya dadantii Ech703,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Musicola,Musicola paradisiaca,GCA_000023545.1,4267
GCA_000023565,1,1,1,1,1,Dickeya zeae Ech1591,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya chrysanthemi,GCA_000023565.1,4324
GCA_000023605,4,1,1,0,1,Pectobacterium carotovorum subsp. carotovorum PC1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,GCA_000023605.1,4328
GCA_000023645,0,1,0,1,0,Geobacter sp. M21,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M21,GCA_000023645.1,4057
GCA_000023705,2,0,0,0,0,Methylotenera mobilis JLW8,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera mobilis,GCA_000023705.1,2364
GCA_000023745,3,0,0,1,0,Methylovorus glucosetrophus SIP3-4,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus glucosotrophus,GCA_000023745.1,2801
GCA_000023765,1,0,0,0,0,Candidatus Liberibacter asiaticus str. psy62,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter,Candidatus Liberibacter asiaticus,GCA_000023765.2,1170
GCA_000023785,2,1,0,1,0,Hirschia baltica ATCC 49814,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hirschia,Hirschia baltica,GCA_000023785.1,3309
GCA_000023825,2,0,0,0,0,Pedobacter heparinus DSM 2366,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter heparinus,GCA_000023825.1,4361
GCA_000023905,0,0,0,1,0,Leptotrichia buccalis DSM 1135,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia buccalis,GCA_000023905.1,2333
GCA_000024005,0,0,0,0,2,Chitinophaga pinensis DSM 2588,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga pinensis,GCA_000024005.1,7201
GCA_000024045,2,0,0,0,0,Cyanothece sp. PCC 8802,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Aphanothecaceae,Rippkaea,Rippkaea orientalis,GCA_000024045.1,4694
GCA_000024085,0,1,0,0,0,Kangiella koreensis DSM 16069,Proteobacteria,Gammaproteobacteria,Kangiellales,Kangiellaceae,Kangiella,Kangiella koreensis,GCA_000024085.1,2609
GCA_000024125,1,0,0,0,0,Robiginitalea biformata HTCC2501,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata,GCA_000024125.1,3156
GCA_000024165,3,0,0,1,0,Candidatus Accumulibacter phosphatis clade IIA str. UW-1,Proteobacteria,Betaproteobacteria,,,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,GCA_000024165.1,4856
GCA_000024325,1,0,0,0,0,Desulfohalobium retbaense DSM 5692,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobium,Desulfohalobium retbaense,GCA_000024325.1,2670
GCA_000024465,1,0,0,0,0,Candidatus Puniceispirillum marinum IMCC1322,Proteobacteria,Alphaproteobacteria,,,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,GCA_000024465.1,2578
GCA_000024525,2,0,0,0,1,Spirosoma linguale DSM 74,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma linguale,GCA_000024525.1,6998
GCA_000024565,0,0,0,2,0,Streptobacillus moniliformis DSM 12112,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis,GCA_000024565.1,1509
GCA_000024645,3,1,0,0,2,Pectobacterium wasabiae WPP163,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium parmentieri,GCA_000024645.1,4525
GCA_000024725,1,0,0,0,0,Nitrosococcus halophilus Nc 4,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus halophilus,GCA_000024725.1,4144
GCA_000024765,0,1,0,1,0,Halothiobacillus neapolitanus c2,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,Halothiobacillus neapolitanus,GCA_000024765.1,2485
GCA_000024885,2,0,0,0,0,Sulfurospirillum deleyianum DSM 6946,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum deleyianum,GCA_000024885.1,2320
GCA_000025405,1,0,0,0,2,Pantoea ananatis LMG 20103,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,GCA_000025405.2,4397
GCA_000025465,1,1,0,0,1,Klebsiella variicola At-22,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,GCA_000025465.1,5073
GCA_000025485,1,0,0,0,0,Allochromatium vinosum DSM 180,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium vinosum,GCA_000025485.1,3220
GCA_000025545,1,0,0,1,0,Thioalkalivibrio sp. K90mix,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. K90mix,GCA_000025545.1,2832
GCA_000025565,5,1,0,0,1,Enterobacter cloacae subsp. cloacae ATCC 13047,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,GCA_000025565.1,5297
GCA_000025705,0,1,0,0,0,Sideroxydans lithotrophicus ES-1,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,Sideroxydans lithotrophicus,GCA_000025705.1,2951
GCA_000025725,1,0,0,0,0,Denitrovibrio acetiphilus DSM 12809,Deferribacteres,Deferribacteres,Deferribacterales,Geovibrionaceae,Denitrovibrio,Denitrovibrio acetiphilus,GCA_000025725.1,3027
GCA_000025925,1,0,0,0,0,Prevotella ruminicola 23,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella ruminicola,GCA_000025925.1,2861
GCA_000025945,2,0,0,1,0,Desulfotalea psychrophila LSv54,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfocapsaceae,Desulfotalea,Desulfotalea psychrophila,GCA_000025945.1,3497
GCA_000025965,3,1,0,1,0,Aromatoleum aromaticum EbN1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum aromaticum,GCA_000025965.1,4542
GCA_000025985,3,0,0,0,1,Bacteroides fragilis NCTC 9343 strain ATCC 25285,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,GCA_000025985.1,4535
GCA_000026025,0,0,1,0,0,Chlamydophila abortus S26/3,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia abortus,GCA_000026025.1,1059
GCA_000026085,0,1,0,0,0,Pseudoalteromonas haloplanktis TAC125,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas translucida,GCA_000026085.1,3468
GCA_000026105,5,1,0,0,1,Pseudomonas entomophila L48,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas entomophila,GCA_000026105.1,5333
GCA_000026125,1,0,0,0,0,Herminiimonas arsenicoxydans,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas arsenicoxydans,GCA_000026125.1,3290
GCA_000026145,7,0,0,0,0,Bradyrhizobium sp. ORS 278,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. ORS 278,GCA_000026145.1,6835
GCA_000026185,1,1,2,2,1,Erwinia tasmaniensis Et1/99,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tasmaniensis,GCA_000026185.1,3702
GCA_000026225,2,1,0,0,1,Escherichia fergusonii ATCC 35469,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,GCA_000026225.1,4373
GCA_000026325,1,1,1,2,1,Escherichia coli UMN026,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCA_000026325.1,5198
GCA_000026345,0,1,0,0,0,Escherichia coli IAI39,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCA_000026345.1,5094
GCA_000027065,1,0,0,1,3,Cronobacter turicensis z3032,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter turicensis,GCA_000027065.2,4173
GCA_000027085,6,1,1,1,1,Citrobacter rodentium ICC168,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,GCA_000027085.1,4879
GCA_000027205,1,0,3,0,2,Erwinia amylovora ATCC 49946,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,GCA_000027205.1,3627
GCA_000027225,2,0,0,0,2,Xenorhabdus bovienii SS-2004,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus bovienii,GCA_000027225.1,3978
GCA_000027265,1,0,2,0,1,Erwinia pyrifoliae Ep1/96,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia pyrifoliae,GCA_000027265.1,3620
GCA_000039765,4,1,0,0,1,Vibrio vulnificus CMCP6,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus,GCA_000039765.1,4808
GCA_000046685,0,0,0,2,0,Bartonella quintana str. Toulouse,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella quintana,GCA_000046685.1,1491
GCA_000046705,0,0,0,2,0,Bartonella henselae str. Houston-1,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella henselae,GCA_000046705.1,1941
GCA_000046845,1,1,0,0,1,Acinetobacter sp. ADP1,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baylyi,GCA_000046845.1,3289
GCA_000047365,3,0,2,1,4,Yersinia pseudotuberculosis IP 32953,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,GCA_000047365.1,4745
GCA_000054005,0,0,0,1,0,Brucella melitensis biovar Abortus 2308,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella,Brucella abortus,GCA_000054005.1,3467
GCA_000055785,1,0,0,0,1,Chromohalobacter salexigens DSM 3043,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter salexigens,GCA_000055785.1,3333
GCA_000055945,0,0,1,0,0,Lawsonia intracellularis PHE/MN1-00,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,Lawsonia intracellularis,GCA_000055945.1,1460
GCA_000061505,1,0,0,0,2,Azoarcus sp. BH72,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. BH72,GCA_000061505.1,4031
GCA_000063505,2,0,0,0,0,Synechococcus sp. WH 7803,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,GCA_000063505.1,2616
GCA_000063525,1,0,0,0,0,Synechococcus sp. RCC307,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RCC307,GCA_000063525.1,2546
GCA_000063545,1,0,0,0,0,Orientia tsutsugamushi str. Boryong,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,GCA_000063545.1,2364
GCA_000064305,1,0,0,0,0,Flavobacterium psychrophilum JIP02/86,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,GCA_000064305.2,2558
GCA_000067045,1,0,0,5,0,Gluconacetobacter diazotrophicus PAl 5,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter diazotrophicus,GCA_000067045.1,3675
GCA_000067165,0,0,0,0,1,Sorangium cellulosum So ce56,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,GCA_000067165.1,10188
GCA_000067205,0,1,0,3,2,Bordetella petrii DSM 12804,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella petrii,GCA_000067205.1,5044
GCA_000068585,0,0,1,0,0,Chlamydia trachomatis 434/Bu,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,GCA_000068585.1,962
GCA_000069205,2,0,0,0,1,Acinetobacter baumannii SDF,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,GCA_000069205.1,3470
GCA_000069785,4,1,1,1,2,Cupriavidus taiwanensis strain LMG 19424,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,GCA_000069785.1,5752
GCA_000069965,2,0,1,1,1,Proteus mirabilis HI4320,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis,GCA_000069965.1,3685
GCA_000070465,0,1,0,0,0,Bordetella avium 197N,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella avium,GCA_000070465.1,3467
GCA_000072485,0,1,0,2,0,Stenotrophomonas maltophilia K279a,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,GCA_000072485.1,4429
GCA_000087965,2,0,1,4,0,Xanthomonas albilineans strain GPE PC73,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas albilineans,GCA_000087965.1,3154
GCA_000091125,6,1,0,4,0,Sphingobium japonicum UT26S,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium indicum,GCA_000091125.1,4063
GCA_000091325,4,1,1,0,0,Shewanella violacea DSS12,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella violacea,GCA_000091325.1,4179
GCA_000091465,3,1,0,0,2,Vibrio splendidus LGP32,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio atlanticus,GCA_000091465.1,4324
GCA_000091565,1,0,3,0,2,Erwinia amylovora CFBP1430,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia amylovora,GCA_000091565.1,3550
GCA_000092025,4,0,0,3,1,Agrobacterium fabrum str. C58,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum,GCA_000092025.1,5382
GCA_000092045,3,0,1,3,0,Rhizobium etli CFN 42,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,GCA_000092045.1,6348
GCA_000092205,0,1,0,0,0,Desulfurivibrio alkaliphilus AHT2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,Desulfurivibrio alkaliphilus,GCA_000092205.1,2708
GCA_000092245,4,0,0,0,1,Arcobacter nitrofigilis DSM 7299,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter nitrofigilis,GCA_000092245.1,3130
GCA_000092525,0,0,1,0,1,Shigella sonnei Ss046,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,GCA_000092525.1,5693
GCA_000092605,0,1,0,1,0,Thiomonas intermedia K12,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas intermedia,GCA_000092605.1,3299
GCA_000092785,0,0,1,0,0,Waddlia chondrophila WSU 86-1044,Chlamydiae,Chlamydiia,Parachlamydiales,Waddliaceae,Waddlia,Waddlia chondrophila,GCA_000092785.1,1929
GCA_000092885,3,1,0,0,2,Burkholderia sp. CCGE1002,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. CCGE1002,GCA_000092885.1,7233
GCA_000093025,2,0,0,0,0,Methylotenera versatilis 301,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera,Methylotenera versatilis,GCA_000093025.1,2828
GCA_000093145,1,1,0,0,0,Comamonas testosteroni CNB-2,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,GCA_000093145.2,5051
GCA_000143085,1,0,0,0,0,Nitrosococcus watsonii C-113,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus watsonii,GCA_000143085.1,3429
GCA_000143225,3,0,1,0,2,Herbaspirillum seropedicae SmR1,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum seropedicae,GCA_000143225.1,4859
GCA_000144605,1,1,0,0,0,Brevundimonas subvibrioides ATCC 15264,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas subvibrioides,GCA_000144605.1,3367
GCA_000145255,1,0,0,0,0,Gallionella capsiferriformans ES-2,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella capsiferriformans,GCA_000145255.1,2983
GCA_000146165,2,1,0,0,0,Shewanella oneidensis MR-1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella oneidensis,GCA_000146165.2,4777
GCA_000147055,1,1,1,2,1,Dickeya dadantii 3937,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya dadantii,GCA_000147055.1,4512
GCA_000147335,2,0,0,0,0,Cyanothece sp. PCC 7822,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Aphanothecaceae,Gloeothece,Gloeothece verrucosa,GCA_000147335.1,7382
GCA_000148645,1,1,0,0,0,Ferrimonas balearica DSM 9799,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas balearica,GCA_000148645.1,3819
GCA_000148685,2,1,1,0,2,Burkholderia sp. CCGE1003,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1003,GCA_000148685.1,6530
GCA_000152825,1,1,0,3,0,Parvularcula bermudensis HTCC2503,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula bermudensis,GCA_000152825.2,2775
GCA_000152925,1,0,0,0,0,Dokdonia sp. MED134,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sp. MED134,GCA_000152925.3,2982
GCA_000164865,0,1,0,0,0,Enterobacter lignolyticus SCF1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,[Enterobacter] lignolyticus,GCA_000164865.1,4508
GCA_000164885,0,0,0,1,0,Ketogulonicigenium vulgare Y25,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,Ketogulonicigenium vulgare,GCA_000164885.1,3342
GCA_000165485,0,0,1,0,0,Stigmatella aurantiaca DW4/3-1 (Prj:54333),Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,Stigmatella aurantiaca,GCA_000165485.1,8569
GCA_000165505,0,0,0,1,0,Ilyobacter polytropus DSM 2926,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter,Ilyobacter polytropus,GCA_000165505.1,3022
GCA_000165715,1,0,0,0,1,Planctomyces brasiliensis DSM 5305,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera brasiliensis,GCA_000165715.3,5220
GCA_000165815,1,0,2,0,1,Erwinia sp. Ejp617,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia sp. Ejp617,GCA_000165815.1,3871
GCA_000165835,2,1,0,1,2,Achromobacter xylosoxidans A8,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,GCA_000165835.1,6805
GCA_000166055,1,0,0,3,0,Rhodomicrobium vannielii ATCC 17100,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,GCA_000166055.1,3887
GCA_000166295,0,1,0,1,1,Marinobacter adhaerens HP15,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter adhaerens,GCA_000166295.1,4371
GCA_000175095,1,0,0,2,0,Nitrosomonas sp. AL212,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. AL212,GCA_000175095.2,3391
GCA_000175115,1,1,0,0,0,Geobacter sp. M18,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp. M18,GCA_000175115.2,4472
GCA_000175215,0,0,0,4,0,Asticcacaulis excentricus CB 48,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis excentricus,GCA_000175215.2,3780
GCA_000175935,3,0,0,0,2,Pantoea sp. At-9b,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp. At-9b,GCA_000175935.2,5804
GCA_000176835,5,0,0,0,0,Serratia plymuthica 4Rx13,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia plymuthica,GCA_000176835.2,4926
GCA_000176855,1,1,1,0,1,Acidovorax avenae subsp. avenae ATCC 19860,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax avenae,GCA_000176855.2,4908
GCA_000176915,2,0,0,0,0,Desulfovibrio aespoeensis Aspo-2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio aespoeensis,GCA_000176915.2,3401
GCA_000176935,2,1,1,2,2,Burkholderia sp. CCGE1001,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. CCGE1001,GCA_000176935.2,6331
GCA_000177635,1,1,0,0,0,Desulfurispirillum indicum S5,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,GCA_000177635.2,2670
GCA_000178875,1,1,1,0,0,Shewanella baltica OS678,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella baltica,GCA_000178875.2,4778
GCA_000178975,0,0,0,3,1,Acidobacterium sp. MP5ACTX9,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella tundricola,GCA_000178975.2,4649
GCA_000179015,0,1,0,3,0,Alicycliphilus denitrificans BC,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,GCA_000179015.2,4626
GCA_000179915,1,0,0,3,1,Terriglobus saanensis SP1PR4,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus saanensis,GCA_000179915.2,4432
GCA_000182745,1,0,0,2,0,Gluconacetobacter xylinus NBRC 3288,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter medellinensis,GCA_000182745.1,3490
GCA_000183115,1,0,0,0,0,Methylovorus sp. MP688,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,Methylovorus sp. MP688,GCA_000183115.1,2683
GCA_000183155,1,0,0,0,0,Riemerella anatipestifer ATCC 11845 = DSM 15868,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,GCA_000183155.1,2041
GCA_000183345,0,2,0,0,2,Escherichia coli O83:H1 str. NRG 857C,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCA_000183345.1,4686
GCA_000183665,1,0,0,0,0,Candidatus Liberibacter solanacearum CLso-ZC1,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Liberibacter,Candidatus Liberibacter solanacearum,GCA_000183665.1,1191
GCA_000183725,3,0,0,0,0,Sulfuricurvum kujiense DSM 16994,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Sulfuricurvum kujiense,GCA_000183725.1,2786
GCA_000184065,0,1,0,0,1,Pseudoalteromonas sp. SM9913,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SM9913,GCA_000184065.1,3691
GCA_000184325,2,1,0,0,2,Vibrio furnissii NCTC 11218,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio furnissii,GCA_000184325.1,4542
GCA_000184745,2,1,1,0,4,Variovorax paradoxus EPS,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,GCA_000184745.1,6107
GCA_000185745,0,0,0,1,1,Taylorella equigenitalis MCE9,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella equigenitalis,GCA_000185745.1,1546
GCA_000185905,4,0,0,2,1,Mesorhizobium ciceri biovar biserrulae WSM1271,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium ciceri,GCA_000185905.1,6532
GCA_000185965,1,1,0,0,0,Pseudoxanthomonas suwonensis 11-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas suwonensis,GCA_000185965.1,3132
GCA_000186265,0,0,0,0,1,Cellulophaga algicola DSM 14237,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola,GCA_000186265.1,4339
GCA_000190575,0,0,0,0,1,Bacteroides salanitronis DSM 18170 strain DSM 18179,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola salanitronis,GCA_000190575.1,3901
