Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"245014.3","butyrate-producing bacterium SS3/4",,245014,"131567;2;1783272;1239;186801;186802;39779;245014","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;unclassified Eubacteriales;butyrate-producing bacterium SS3/4","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales",,,"butyrate-producing bacterium SS3/4","Complete","SS3/4",,,,,,,,,,,,,,,,,,,,"Good","2010-03-25T00:00:00Z",,,"PRJNA39155","SAMEA3138354","GCA_000209895.1",,"FP929062",,"complete","454","16x",,,,1,,46.35,1,3601020,56,,,3302,97.9,96.4,3.2,99.3,,"human intestine","from the human intestine.",,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"butyrate-producing bacterium SS3/4 .Butyrate-producing bacterium from the human intestine.;missing rRNA genes","2014-12-08T22:13:53.439Z","2015-03-16T03:17:09.594Z"
"245018.3","butyrate-producing bacterium SSC/2",,649756,"131567;2;1783272;1239;186801;186802;186803;207244;649756","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Anaerostipes","Anaerostipes hadrus","Complete","SSC/2",,,,,,,,,,,,,,,,,,,,"Good","2010-03-25T00:00:00Z",,,"PRJNA45957",,"GCA_000210695.1",,"FP929061",,"complete","454","29x",,,,1,,36.28,1,3114788,52,2,,3007,98.4,97.2,2.9,99.3,,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"butyrate-producing bacterium SSC/2.This genome will be used for comparative analysis.;missing rRNA genes","2014-12-08T22:13:53.449Z","2015-03-16T03:17:09.594Z"
"246194.6","Carboxydothermus hydrogenoformans Z-2901",,246194,"131567;2;1783272;1239;186801;68295;186814;129957;129958;246194","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus;Carboxydothermus hydrogenoformans;Carboxydothermus hydrogenoformans Z-2901","Bacteria","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Carboxydothermus","Carboxydothermus hydrogenoformans","Complete","Z-2901",,,,,,,,,,,,,,,,,,,,"Good","2005-10-21T00:00:00Z","16311624",,"PRJNA253","SAMN02603998","GCA_000012865.1",,"CP000141",,"complete",,,,,,1,,42,1,2401520,50,8,,2557,99.9,99.8,,100,,"hot swamp from Kunashir Island, Russia","isolated from a hot swamp from Kunashir Island, Russia",,,,,,,,,,,,,,,,,,"Carboxydothermus hydrogenoformans strain Z-2901. This strain was isolated from a hot swamp from Kunashir Island, Russia. ","2014-12-08T22:10:51.454Z","2015-03-16T03:17:09.594Z"
"246195.4","Dichelobacter nodosus VCS1703A",,246195,"131567;2;1224;1236;135615;868;869;870;246195","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Dichelobacter;Dichelobacter nodosus;Dichelobacter nodosus VCS1703A","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Dichelobacter","Dichelobacter nodosus","Complete","VCS1703A",,,,"MLST.Dichelobacter_nodosus.19",,,,,,,,,,,,,,,,"Good","2007-05-04T00:00:00Z","17468768",,"PRJNA50","SAMN02603972","GCA_000015345.1",,"CP000513",,"complete",,,,,,1,,44.4,1,1389350,45,6,,1342,99.7,99.6,0.6,83.8,,,,,,,,,,,,,,,,,,,,,"Dichelobacter nodosus strain VCS1703A. This strain is a virulent type G strain which is naturally transformable and has been used in virulence studies.","2014-12-08T22:11:08.818Z","2015-03-16T03:17:09.594Z"
"246196.19","Mycobacterium smegmatis str. MC2 155",,246196,"131567;2;1783272;201174;1760;85007;1762;1866885;1772;246196","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium smegmatis;Mycolicibacterium smegmatis MC2 155","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycolicibacterium","Mycolicibacterium smegmatis","Complete","MC2 155",,,,,,,,,,,,,,,,,,,,"Good","2006-11-20T00:00:00Z",,,"PRJNA92",,"GCA_000015005.1",,"CP000480",,"complete",,,,,,1,,67.4,1,6988209,47,4,,6757,99.9,99.8,,100,,,"isolated in 1990","1990",1990,,,,,,,,,,,,,,,,"Mycobacterium smegmatis strain MC2 155. This strain (MC2 155) is a mutant of M. smegmatis. It was isolated in 1990. Unlike other strains of this species, MC2 can be 10 to 100 thousand times more efficiently transformed with plasmid vectors using electroporation than the parental strain and thus is invaluable in analysis of mycobacterial gene function, expression and replication.","2014-12-08T22:12:07.883Z","2015-03-16T03:17:09.594Z"
"246197.24","Myxococcus xanthus DK 1622",,246197,"131567;2;1224;68525;28221;29;80811;31;32;34;246197","cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Myxococcaceae;Myxococcus;Myxococcus xanthus;Myxococcus xanthus DK 1622","Bacteria","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus","Myxococcus xanthus","Complete","DK 1622",,,,,,,,,,,,,,,,,,,,"Poor","2006-06-07T00:00:00Z","17015832",,"PRJNA1421","SAMN02604018","GCA_000012685.1",,"CP000113",,"complete",,,,,,1,,68.9,1,9139763,65,8,,7378,99.3,99.1,11.4,98.3,"High CheckM contamination score",,,,,,,,,,,,,,,,,,,,"Myxococcus xanthus strain DK 1622. Myxococcus xanthus strain DK 1622 has a large genome (9.14Mb) containing more than 1500 gene duplication events. These gene duplications more commonly involve genes used in cell to cell signaling, molecule sensing and transcription control. ","2014-12-08T22:12:24.677Z","2015-03-16T03:17:09.594Z"
"246198.10","Prevotella intermedia 17",,246198,"131567;2;1783270;68336;976;200643;171549;171552;838;28131;246198","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia;Prevotella intermedia 17","Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella intermedia","Complete",,,,,,,,,,,,,,,,,,,,,"Good",,,,"PRJNA175","SAMN02603988","GCA_000261025.1",,"CP003502.1,CP003503.1",,,,,,,,2,,43.48,1,2119790,49,12,,2455,98.2,97.8,,99.9,,,,,,,,,,,,,,,,,,,,,,"2014-12-08T22:12:33.397Z","2015-03-16T03:17:09.594Z"
"246200.7","Ruegeria pomeroyi DSS-3",,246200,"131567;2;1224;28211;204455;2854170;97050;89184;246200","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Ruegeria;Ruegeria pomeroyi;Ruegeria pomeroyi DSS-3","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","Ruegeria pomeroyi","Complete","DSS-3",,,,,,,,,,,,,,,,,,"Yes",,"Good","2004-12-17T00:00:00Z","15602564,17526795",,"PRJNA281","SAMN02604003","GCA_000011965.2",,"CP000031,CP000032",,"complete",,,,,1,2,,64.07,1,4109442,53,6,,4445,100,100,1.5,100,,,"isolated off of the coast of Georgia in 1998","1998",1998,,"Atlantic Ocean",,"off of the coast of Georgia",,,,,,,,,,,,"Ruegeria pomeroyi strain DSS-3. Formerly Silicibacter pomeroyi, his marine bacterium is a member of the Roseobacter clade and was isolated off of the coast of Georgia in 1998. DSS-3 is the type strain for this species. Analysis will provide insight into sulfur cycling by microbes in marine environments.","2014-12-08T22:12:45.075Z","2015-03-16T03:17:09.594Z"
"246273.3","Wolbachia endosymbiont of Cimex lectularius wCle",,246273,"131567;2;1224;28211;766;942;952;953;2640676;246273","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Cimex lectularius","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia","Wolbachia endosymbiont of Cimex lectularius","Complete","wCle",,,,"MLST.Wolbachia.8",,,,,,,,,,,,,,,,"Good","2014-06-10T00:00:00Z","24982177",,"PRJDB748","-","GCA_000829315.1",,"AP013028.1",,,"Sanger","10x","phred/phrap/consed",,,1,,36.25,1,1250060,34,2,,1461,99,98.4,3.4,98.3,,,,,,,,,,,"Cimex lectularius JESC",,,,,,,,,,"Transition from parasitism to mutualism must have occurred in diverse symbiotic associations, whose mechanism is of evolutionary interest. Wolbachia endosymbionts are ubiquitously found among insects, and generally regarded as their facultative and parasitic associates. In the bedbug Cimex lectularius, however, a Wolbachia strain wCle provides the host with B vitamins deficient in blood meal, thereby establishing an obligate nutritional mutualism.","2015-03-12T13:49:04.274Z","2015-03-16T03:17:09.594Z"
"246432.6","Staphylococcus equorum strain KS1039",,246432,"131567;2;1783272;1239;91061;1385;90964;1279;246432","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus equorum","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus equorum","Complete","KS1039",,,,,,,,,,,,,,,,,,,,"Good","2015-11-05T00:00:00Z",,,"PRJNA299343","SAMN04196999","GCF_001432245.1",,"CP013114",,,"Illumina; PacBio","653.73","CLC Genomics Workbench v. 7.5.1",,,1,,33.07,1,2822193,61,22,,2713,99.2,98.8,1.8,97.1,,"saeu-jeotgal, salted fermented food",,"Mar-2010",2010,,"South Korea","Asia","South Korea: Suwon",,,,,,,,,,,"sample_type:Cell","S. equorum KS1039 from saeu-jeotgal is selected safe starter candidate through the safety and technological assessments. Therefore, we want to determine to gain insights into genomic feature through the complete genome sequence of S. equorum KS1039.","2016-01-17T17:44:59.182Z","2016-01-17T17:44:59.182Z"
"246787.4","Bacteroides cellulosilyticus strain WH2",,246787,"131567;2;1783270;68336;976;200643;171549;815;816;246787","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus","Bacteria","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides cellulosilyticus","Complete","WH2",,,,,,,,,,,,,,,,,,,,"Good","2015-10-16T00:00:00Z","26430127",,"PRJNA289334","SAMN03852682","GCA_001318345.1",,"CP012801",,,"PacBio; Illumina MiSeq","209x","HGAP 2.0 and Celera v. AUG-2014",,,1,,42.7,1,7084828,67,12,,5734,99.9,99.3,,100,,"feces",,"10-Oct-2009",2009,,"USA","North America","USA:Woods Hole",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","Three Bacteroides species has been mono-cultured. DNA was extracted and sequenced with Pacbio and Illumina, and assembled.","2016-01-17T17:16:25.963Z","2016-01-17T17:16:25.963Z"
"247156.8","Nocardia farcinica IFM 10152",,247156,"131567;2;1783272;201174;1760;85007;85025;1817;37329;247156","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia farcinica;Nocardia farcinica IFM 10152","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Nocardiaceae","Nocardia","Nocardia farcinica","Complete","IFM 10152",,,,,,,,,,,,,,,,,,"Yes",,"Good","2004-10-07T00:00:00Z","15466710",,"PRJNA13117",,"GCA_000009805.1",,"AP006618,AP006619,AP006620",,"complete",,,,,2,3,,70.7,1,6021225,54,6,,5935,99.3,98.9,,99.6,,"the bronchus of a male Japanese patient","isolated from the bronchus of a male Japanese patient",,,,,,,,"Human, Homo sapiens","Human","male",,,"Human",,,,,"Nocardia farcinica strain IFM 10152. This type strain was isolated from the bronchus of a male Japanese patient.","2014-12-08T22:12:27.625Z","2015-03-16T03:17:09.594Z"
"251221.4","Gloeobacter violaceus PCC 7421",,251221,"131567;2;1783272;1798711;1117;307596;307595;1890422;33071;33072;251221","cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;Gloeobacter;Gloeobacter violaceus;Gloeobacter violaceus PCC 7421","Bacteria","Bacteria","Cyanobacteria","Gloeobacteria","Gloeobacterales","Gloeobacteraceae","Gloeobacter","Gloeobacter violaceus","Complete","PCC 7421",,,,,,,,,,,,,,,,,,,,"Good","2003-11-19T00:00:00Z","14621292,14621296",,"PRJNA9606",,"GCA_000011385.1",,"BA000045",,"complete",,,,,,1,,62,1,4659019,44,2,,4459,99.5,99.4,2,98,,"calcereous (chalky) rock","isolated from a calcereous (chalky) rock in Switzerland",,,,"Switzerland","Europe","Switzerland",,,,,,,,,,,," Gloeobacter violaceus  strain PCC7421. This organism was isolated from a calcereous (chalky) rock in Switzerland.","2014-12-08T22:11:41.200Z","2015-03-16T03:17:09.594Z"
"251229.3","Chroococcidiopsis thermalis PCC 7203",,251229,"131567;2;1783272;1798711;1117;1890505;1890528;54298;54299;251229","cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Chroococcidiopsidales;Chroococcidiopsidaceae;Chroococcidiopsis;Chroococcidiopsis thermalis;Chroococcidiopsis thermalis PCC 7203","Bacteria","Bacteria","Cyanobacteria",,"Chroococcidiopsidales","Chroococcidiopsidaceae","Chroococcidiopsis","Chroococcidiopsis thermalis","Complete","PCC 7203",,,,,,,,,,,,,,,,," ",,,"Good","2012-12-05T00:00:00Z",,,"PRJNA38119","SAMN02261359","GCA_000317125.1","SRR3926539,SRR3926540,SRR3926541","CP003597.1,CP003598.1,CP003599.1",,"complete","454/Illumina","30x","1",,2,3,,44.47,1,6315792,46,9,,6978,98.4,96.5,3,99,,"soil sample, near Greifswald, East Germany",,,,,"Germany","Europe","Germany: Greifswald, East Germany",,,,,,,,,,,,"Chroococcidiopsis thermalis PCC 7203.Part of the GEBA (A Genomic Encyclopedia of Bacteria and Archaea) project","2014-12-08T22:10:55.309Z","2015-03-16T03:17:09.594Z"
"254945.25","Ehrlichia ruminantium str. Welgevonden",,254945,"131567;2;1224;28211;766;942;943;106178;779;254945","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia ruminantium;Ehrlichia ruminantium str. Welgevonden","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia ruminantium","Complete","Welgevonden",,,,,,,,,,,,,,,,,,,,"Good","2005-02-04T00:00:00Z","16547041",,"PRJNA13355",,"GCA_000050425.1",,"CR925678",,"complete",,,,,,1,,27.5,1,1512977,36,2,,1015,99.9,99.3,,100,,"nfected tick","obtained from an infected tick and maintained by serial infection in mice",,,,,,,,"Amblyomma hebraeum","Bont tick",,,,"Tick",,,,," Ehrlichia ruminantium strain Welgevonden. This strain was obtained from an infected tick and maintained by serial infection in mice. This organism will be used for comparative genomics.","2014-12-08T22:11:10.068Z","2015-03-16T03:17:09.594Z"
"254945.26","Ehrlichia ruminantium str. Welgevonden (Prj:9614)",,254945,"131567;2;1224;28211;766;942;943;106178;779;254945","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Ehrlichia;canis group;Ehrlichia ruminantium;Ehrlichia ruminantium str. Welgevonden","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Ehrlichia","Ehrlichia ruminantium","Complete","Welgevonden",,,,,,,,,,,,,,,,,,,,"Good","2005-01-07T00:00:00Z",,,"PRJNA9614",,"GCA_000026005.1",,"CR767821",,"complete",,,,,,1,,27.5,1,1516355,36,2,,1011,99.9,99.3,,100,,"infected tick","isolated in mice from an infected tick",,,,,,,,"Amblyomma hebraeum","Bont tick",,,,"Tick",,,,," Ehrlichia ruminantium strain Welgevonden. This strain was isolated in mice from an infected tick. The most significant difference between the genome of E. ruminantium and those of the other Rickettsiales is the presence of a large number of repetitive sequences. These repeats make up 8.5% of the genome and consist of simple sequence repeats (SSRs), large tandem repeats, and dispersed repeats. These repeats are associated with 29 of the 32 pseudogenes which appear to have occured primarily through duplication events. In addition, it is thought that the SSRs may play a role in regulation or phase variation. Between 10-15% of the genes in free-living bacteria are thought to have been acquired by horizontal gene transfer. Intracellular bacteria have limited exposure to other bacteria and therefore a smaller portion of their genome is from other organisms. It is estimated that only 3% of the genome of E. ruminantium has been obtained by gene transfer. The existence of a large number of repeat elements may be a alternative strategy for increasing genetic diversity and improve the evolutionary fitness of E. ruminantium.","2014-12-08T22:11:10.071Z","2015-03-16T03:17:09.594Z"
"255470.8","Dehalococcoides sp. CBDB1",,255470,"131567;2;1783272;200795;301297;1202465;1202464;61434;61435;255470","cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi;Dehalococcoides mccartyi CBDB1","Bacteria","Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales","Dehalococcoidaceae","Dehalococcoides","Dehalococcoides mccartyi","Complete","CBDB1",,,,,,,,,,,,,,,,,,,,"Good","2005-08-19T00:00:00Z","16116419",,"PRJNA15604",,"GCA_000009025.1",,"AJ965256",,"complete",,,,,,1,,47,1,1395502,47,2,,1475,99.6,99.3,2.2,91.8,,"enriched chlorobenzene-dechlorinatng mixed culture from anoxic river sediment","isolated from an enriched chlorobenzene-dechlorinatng mixed culture from anoxic river sediment",,,,,,,,,,,,,,,,,,"Dehalococcoides sp. CBDB1. This strain was isolated from an enriched chlorobenzene-dechlorinatng mixed culture from anoxic river sediment. It is capable of reductive dechlorination, replacing chlorine with hydrogen, of environmental pollutants such as polychlorinated dibenzo-p-dioxins and dibenzofurans (PCDDs and PCDFs), by utilizing them as electron acceptors during anaerobic respiration. Genome analysis suggests this organism has 32 reductive-dehalogenase-homologous loci, arranged as two genes, rdhA and rdhB. RdhA is thought to be the active subunit while the hydrophobic protein RhdB is presumably a membrane-anchor for RdhA. The rdh loci are typically found in the origin-proximal portion of the chromosome, and are usually transcribed in the direction of DNA replication, suggesting that they are highly expressed. These genes are also associated with genes encoding two-component and other types of regulatory systems, suggesting that these loci are under regulatory control based on environmental stimuli.","2014-12-08T22:11:06.259Z","2015-03-16T03:17:09.594Z"
"257309.4","Corynebacterium diphtheriae NCTC 13129",,257309,"131567;2;1783272;201174;1760;85007;1653;1716;1717;257309","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium diphtheriae;Corynebacterium diphtheriae NCTC 13129","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium diphtheriae","Complete","NCTC 13129",,"biovar gravis",,"MLST.Corynebacterium_diphtheriae.8",,,,,,,,,,,,,"NCTC 13129",,,"Good","2003-11-07T00:00:00Z","14602910",,"PRJNA87","SAMEA1705951","GCA_000195815.1",,"BX248353",,"complete",,,,,,1,,53.5,1,2488635,54,10,,2390,99.9,99.9,,100,,"the pharyngeal membrane of a 72-year-old unimmunized UK female with clinical diphtheria acquired during a short Baltic cruise","isolated in 1997 from the pharyngeal membrane of a 72-year-old unimmunized UK female with clinical diphtheria acquired during a short Baltic cruise","1997",1997,,"United Kingdom","Europe","United Kingdom",,"Human, Homo sapiens","Human","female","72",,"Human",,,,,"Corynebacterium diphtheriae biotype gravis strain NCTC13129. This strain was isolated in 1997 from the pharyngeal membrane of a 72-year-old unimmunized UK female with clinical diphtheria acquired during a short Baltic cruise. Knowing the genetic sequence of this modern strain is important for understanding how to successfully treat the disease that has recently started breaking out in the Eastern Europe.","2014-12-08T22:11:03.418Z","2015-03-16T03:17:09.594Z"
"257313.5","Bordetella pertussis Tohama I",,257313,"131567;2;1224;28216;80840;506;517;520;257313","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis;Bordetella pertussis Tohama I","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella pertussis","Complete","Tohama I",,,,"MLST.Bordetella_spp.1",,,,,,,,,,,,,,,,"Good","2003-08-12T00:00:00Z",,,"PRJNA26","SAMEA1705933","GCA_000195715.1",,"BX470248",,"complete",,,,,,1,,67.7,1,4086189,51,6,,4170,99.6,98.3,,100,,"patient with whooping cough and has been studied extensively for over 40 years","isolated from a patient with whooping cough and has been studied extensively for over 40 years",,,,,,,,"Human, Homo sapiens","Human",,,"whooping cough","Human",,,,,"Bordetella pertussis Tohama I. This strain was originally isolated from a patient with whooping cough and has been studied extensively for over 40 years. The chromosome contains a type IV secretion system for export of the pertussis toxin, a typical AB type toxin. The B subunits are involved in attachment to host cells, and the A subunit, the ADP-ribosylating factor, interferes with cell signalling pathways by increasing intracellular cAMP concentrations. The result is an inability of phagocytes to kill foreign invaders such as the bacterium. ","2014-12-08T22:10:31.038Z","2015-03-16T03:17:09.594Z"
"257314.6","Lactobacillus johnsonii NCC 533",,257314,"131567;2;1783272;1239;91061;186826;33958;1578;33959;257314","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus johnsonii;Lactobacillus johnsonii NCC 533","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus johnsonii","Complete","NCC 533",,,,,,,,,,,,,,,,,,,,"Good","2004-02-18T00:00:00Z","14966310,14983040,15006820",,"PRJNA9638","SAMN02603676","GCA_000008065.1",,"AE017198",,"complete",,,,,,1,,34.6,1,1992676,79,12,,1858,99,98.7,,100,,"the Nestle strain collection","isolate from the Nestle strain collection",,,,,,,,,,,,,,,,,,"Lactobacillus johnsonii strain NCC 533. This strain is a human isolate from the Nestle strain collection that has been studied for immunomodulation as well as pathogen inhibition.","2014-12-08T22:11:53.557Z","2015-03-16T03:17:09.594Z"
"257363.4","Rickettsia typhi str. Wilmington",,257363,"131567;2;1224;28211;766;775;33988;780;114292;785;257363","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia typhi;Rickettsia typhi str. Wilmington","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia typhi","Complete","Wilmington",,,,,,,,,,,,,,,,,,,,"Good","2004-08-20T00:00:00Z","15317790",,"PRJNA10679","SAMN02603327","GCA_000008045.1",,"AE017197",,"complete",,,,,,1,,28.9,1,1111496,33,2,,892,99.9,99.8,,100,,,,,,,,,,,,,,,,,,,,,"Rickettsia typhi strain Wilmington. This is a commonly used strain.","2014-12-08T22:12:44.541Z","2015-03-16T03:17:09.594Z"
"258594.8","Rhodopseudomonas palustris CGA009",,258594,"131567;2;1224;28211;356;41294;1073;1076;258594","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;Rhodopseudomonas palustris;Rhodopseudomonas palustris CGA009","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Rhodopseudomonas","Rhodopseudomonas palustris","Complete","CGA009",,,,,,,,,,,,,,,,,,,,"Good","2004-01-06T00:00:00Z","14704707",,"PRJNA57","SAMEA3138319","GCA_000195775.1",,"BX571963,BX571964",,"complete",,,,,1,2,,65,1,5459213,49,4,,5089,99.9,99.6,,100,,,,,,,,,,,,,,,,,,,,,"Rhodopseudomonas palustris strain CGA009. This organism contains genes for bacteriochlorophyll and carotenoid synthesis as well as genes for the light reaction center that allow photophosphorylation in addition to carbon (RubisCO) and nitrogen fixation (nitrogenase) genes. It also has genes for the oxidation of inorganic compounds such as thiosulfate and hydrogen and nitrogenases for nitrogen fixation. This bacterium can degrade aromatic compounds and the genome encodes a large repertoire of degradative enzymes. There are a type II, type III, and two type IV secretion systems on the chromosome, and the organism also contains a small cryptic plasmid.","2014-12-08T22:12:43.872Z","2015-03-16T03:17:09.594Z"
"259536.19","Psychrobacter arcticus 273-4",,259536,"131567;2;1224;1236;2887326;468;497;334543;259536","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter arcticus;Psychrobacter arcticus 273-4","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","Psychrobacter arcticus","Complete","273-4",,,,,,,,,,,,,,,,,,,,"Good","2005-07-20T00:00:00Z","20154119",,"PRJNA9633","SAMN02598544","GCA_000012305.1",,"CP000082",,"complete",,,,,,1,,42.8,1,2650701,49,8,,2531,99.7,99.6,0.8,99.2,,,,,,,,,,,,,,,,,,,,,"Psychrobacter arcticus  273-4. This strain is part of an analysis of the growth of organisms at and their adaption to low temperature, a study that is being conducted by Michigan State University as a member of NASA's Astrobiology Institute. Insight into how these organisms grow and adapt to life in low temperature environments could aid in understanding transport of microbes through space, either as a contaminant on human spacecraft, or as a passenger on an asteroid or comet.","2014-12-08T22:12:41.505Z","2015-03-16T03:17:09.594Z"
"260799.14","Bacillus anthracis str. Sterne",,260799,"131567;2;1783272;1239;91061;1385;186817;1386;86661;1392;260799","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus anthracis;Bacillus anthracis str. Sterne","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis","Complete","Sterne",,,,"MLST.Bacillus_cereus.1",,,,,,,,,,,,,,,,"Good","2004-06-24T00:00:00Z",,,"PRJNA10878",,"GCA_000008165.1",,"AE017225",,"complete",,,,,,1,,35.4,1,5228663,95,22,,5698,100,99.4,,100,,,,,,,,,,,,,,,,,,,,," Bacillus anthracis str. Sterne. This strain carries the anthrax toxin plasmid pXO1 but not the capsule plasmid pXO2 and is therefore avirulent but toxigenic. It is the counterpart to the Pasteur strain that carries pXO2 but not pXO1. This strain is often used for vaccine development.","2014-12-08T22:10:12.410Z","2015-03-16T03:17:09.594Z"
