id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,"DeepSecE(0.6)",T4SEfinder
1701,WP_010947444.1,lpg1717 family Dot/Icm T4SS effector,LPG_RS08600,,1912012,1913700,-,NC_002942.5,1,1,1,1
1702,WP_010947445.1,Dot/Icm T4SS effector AnkI/LegAS4,LPG_RS08605,ankI,1914091,1915728,-,NC_002942.5,1,1,1,1
1703,WP_010947446.1,type I methionyl aminopeptidase,LPG_RS08610,map,1915872,1916636,+,NC_002942.5,0,0,0,0
1704,WP_010947447.1,[protein-PII,LPG_RS08615,glnD,1916623,1919208,+,NC_002942.5,0,0,0,0
1705,WP_015444424.1,tRNA adenosine(34) deaminase TadA,LPG_RS08620,tadA,1919230,1919673,-,NC_002942.5,0,0,0,0
1706,WP_010947449.1,glutamine-hydrolyzing GMP synthase,LPG_RS08625,guaA,1919670,1921247,-,NC_002942.5,0,0,0,0
1707,WP_010947450.1,IMP dehydrogenase,LPG_RS08630,guaB,1921250,1922722,-,NC_002942.5,0,0,0,0
1708,WP_010947451.1,septum site-determining protein MinD,LPG_RS08635,minD,1922931,1923761,+,NC_002942.5,0,0,0,0
1709,WP_011213993.1,cell division topological specificity factor MinE,LPG_RS08640,minE,1923758,1924027,+,NC_002942.5,0,0,0,0
1710,WP_010947452.1,acyl-CoA dehydrogenase,LPG_RS08645,,1924342,1926828,-,NC_002942.5,0,0,0,0
1711,WP_010947453.1,alpha/beta hydrolase,LPG_RS08650,,1926921,1927706,-,NC_002942.5,0,0,0,0
1712,WP_010947454.1,DUF1189 family protein,LPG_RS08655,,1927703,1928620,-,NC_002942.5,0,0,0,0
1713,WP_010947455.1,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,LPG_RS08660,ugpC,1928571,1929662,-,NC_002942.5,0,0,0,0
1714,WP_015444422.1,sn-glycerol-3-phosphate ABC transporter permease UgpE,LPG_RS08665,ugpE,1929662,1930489,-,NC_002942.5,0,0,0,0
1715,WP_010947457.1,ABC transporter permease subunit,LPG_RS08670,,1930486,1931364,-,NC_002942.5,0,0,0,0
1716,WP_015444421.1,NAD(P)H-quinone oxidoreductase,LPG_RS08675,,1931514,1932485,+,NC_002942.5,0,0,0,0
1717,WP_010947459.1,H(+)/Cl(-) exchange transporter ClcA,LPG_RS08680,clcA,1932659,1933942,-,NC_002942.5,0,0,0,0
1718,WP_015444420.1,anthranilate synthase component I,LPG_RS08685,,1933935,1936082,-,NC_002942.5,0,0,0,0
1719,WP_011214003.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,LPG_RS08690,gatC,1936356,1936652,+,NC_002942.5,0,0,0,1
1720,WP_010947462.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,LPG_RS08695,gatA,1936655,1938106,+,NC_002942.5,0,0,0,0
1721,WP_010947463.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,LPG_RS08700,gatB,1938110,1939543,+,NC_002942.5,0,0,0,0
1722,WP_010947464.1,autotransporter outer membrane beta-barrel domain-containing protein,LPG_RS08705,,1939747,1940736,+,NC_002942.5,0,1,0,0
1723,WP_015444419.1,adenylate/guanylate cyclase domain-containing protein,LPG_RS08710,,1940934,1943180,+,NC_002942.5,0,0,0,0
1724,WP_010947466.1,hypothetical protein,LPG_RS08715,,1943220,1943684,+,NC_002942.5,0,0,0,0
1725,WP_010947467.1,FecR family protein,LPG_RS08720,,1943704,1944492,+,NC_002942.5,0,0,0,0
1726,WP_010947469.1,Fis family transcriptional regulator,LPG_RS08730,,1945064,1945351,-,NC_002942.5,0,0,0,0
1727,WP_010947470.1,iron-sulfur cluster assembly accessory protein,LPG_RS08735,,1945747,1946115,-,NC_002942.5,0,0,0,0
1728,WP_010947471.1,iron-sulfur cluster assembly scaffold protein,LPG_RS08740,,1946120,1946503,-,NC_002942.5,0,0,0,0
1729,WP_032802668.1,IscS subfamily cysteine desulfurase,LPG_RS08745,,1946500,1947657,-,NC_002942.5,0,0,0,0
1730,WP_010947473.1,tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,LPG_RS08750,trmJ,1947638,1948411,-,NC_002942.5,0,0,0,0
1731,WP_010947474.1,inositol monophosphatase,LPG_RS08755,,1948527,1949312,+,NC_002942.5,0,0,0,0
1732,WP_010947475.1,S49 family peptidase,LPG_RS08760,,1949425,1950381,-,NC_002942.5,0,0,0,0
1733,WP_010947476.1,ATP-dependent chaperone ClpB,LPG_RS08765,clpB,1950470,1953046,+,NC_002942.5,0,0,0,0
1734,WP_010947477.1,lpg1751 family Dot/Icm T4SS effector,LPG_RS08770,,1953138,1954448,-,NC_002942.5,1,1,1,1
1735,WP_010947478.1,lpg1752 family Dot/Icm T4SS effector,LPG_RS08775,,1954461,1955108,-,NC_002942.5,1,1,1,1
1736,WP_010947479.1,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,LPG_RS08780,mpl,1955401,1956768,-,NC_002942.5,0,0,0,0
1737,WP_032802667.1,hypothetical protein,LPG_RS08785,,1956770,1957318,-,NC_002942.5,0,0,0,0
1738,WP_010947481.1,TIGR02099 family protein,LPG_RS08790,,1957443,1961264,-,NC_002942.5,0,0,0,0
1739,WP_010947482.1,flagellar export protein FliJ,LPG_RS08795,fliJ,1961254,1961709,-,NC_002942.5,0,0,0,0
1740,WP_011946712.1,flagellar protein export ATPase FliI,LPG_RS08800,fliI,1961706,1963055,-,NC_002942.5,0,0,0,0
1741,WP_010947484.1,flagellar assembly protein FliH,LPG_RS08805,,1963058,1963696,-,NC_002942.5,0,0,0,0
1742,WP_010947485.1,flagellar motor switch protein FliG,LPG_RS08810,fliG,1963838,1964827,-,NC_002942.5,0,0,0,1
1743,WP_010947486.1,flagellar M-ring protein FliF,LPG_RS08815,fliF,1964830,1966464,-,NC_002942.5,0,0,0,0
1744,WP_010947487.1,flagellar hook-basal body complex protein FliE,LPG_RS08820,fliE,1966636,1966950,-,NC_002942.5,0,0,0,0
1745,WP_011946713.1,sigma-54-dependent response regulator transcription factor FleR,LPG_RS08825,fleR,1966965,1968278,-,NC_002942.5,0,0,0,0
1746,WP_010947489.1,sensor histidine kinase,LPG_RS08830,,1968302,1969333,-,NC_002942.5,0,0,0,0
1747,WP_010947490.1,replication-associated recombination protein A,LPG_RS08835,,1969632,1970936,-,NC_002942.5,0,0,0,0
1748,WP_011946715.1,outer membrane lipoprotein chaperone LolA,LPG_RS08840,lolA,1970952,1971560,-,NC_002942.5,0,0,0,0
1749,WP_223804325.1,FtsK/SpoIIIE domain-containing protein,LPG_RS08845,,1971563,1973302,-,NC_002942.5,0,0,0,0
1751,WP_011946716.1,thioredoxin-disulfide reductase,LPG_RS08850,trxB,1974020,1974970,+,NC_002942.5,0,0,0,0
1752,WP_010947494.1,leucyl/phenylalanyl-tRNA--protein transferase,LPG_RS08855,aat,1974973,1975641,+,NC_002942.5,0,0,0,0
1753,WP_010947495.1,rhodanese-like domain-containing protein,LPG_RS08860,,1975696,1976067,+,NC_002942.5,0,0,0,0
1754,WP_010947496.1,translation initiation factor IF-1,LPG_RS08865,infA,1976198,1976419,+,NC_002942.5,0,0,0,0
1755,WP_011946717.1,metalloprotease PmbA,LPG_RS08870,pmbA,1976586,1977944,-,NC_002942.5,0,0,0,0
1756,WP_010947498.1,phosphodiester glycosidase family protein,LPG_RS08875,,1977990,1978766,+,NC_002942.5,0,0,0,0
1757,WP_010947499.1,cupin-like domain-containing protein,LPG_RS08880,,1979015,1979965,+,NC_002942.5,0,0,0,0
1758,WP_010947500.1,ribonucleoside-diphosphate reductase subunit alpha,LPG_RS08885,,1980237,1983065,+,NC_002942.5,0,0,0,0
1759,WP_011946719.1,ribonucleotide-diphosphate reductase subunit beta,LPG_RS08890,,1983079,1984182,+,NC_002942.5,0,0,0,0
1760,WP_010947502.1,lpg1776 family Dot/Icm T4SS effector,LPG_RS08895,,1984497,1984982,+,NC_002942.5,1,1,1,1
1761,WP_010947503.1,lysine--tRNA ligase,LPG_RS08900,lysS,1985069,1986559,-,NC_002942.5,0,0,0,0
1762,WP_102990626.1,peptide chain release factor 2,LPG_RS08905,prfB,1986556,1987587,-,NC_002942.5,0,0,0,0
1763,WP_010947505.1,DUF2802 domain-containing protein,LPG_RS08910,,1987723,1988124,-,NC_002942.5,0,0,0,0
1764,WP_015444415.1,flagellar motor protein MotD,LPG_RS08915,motD,1988121,1988924,-,NC_002942.5,0,0,0,0
1765,WP_010947507.1,flagellar motor protein,LPG_RS08920,,1988899,1989672,-,NC_002942.5,0,0,0,0
1766,WP_010947508.1,RNA polymerase sigma factor FliA,LPG_RS08925,,1989682,1990398,-,NC_002942.5,0,0,0,0
1767,WP_011946724.1,MinD/ParA family protein,LPG_RS08930,,1990495,1991364,-,NC_002942.5,0,0,0,0
1768,WP_011946725.1,flagellar biosynthesis protein FlhF,LPG_RS08935,flhF,1991351,1992490,-,NC_002942.5,0,0,0,0
1769,WP_010947511.1,flagellar biosynthesis protein FlhA,LPG_RS08940,flhA,1992531,1994609,-,NC_002942.5,0,0,0,0
1770,WP_011946726.1,flagellar biosynthesis protein FlhB,LPG_RS08945,flhB,1994606,1995754,-,NC_002942.5,0,0,0,0
1771,WP_010947513.1,flagellar biosynthetic protein FliR,LPG_RS08950,fliR,1995754,1996524,-,NC_002942.5,0,0,0,0
1772,WP_010947514.1,flagellar biosynthesis protein FliQ,LPG_RS08955,fliQ,1996528,1996797,-,NC_002942.5,0,0,0,0
1773,WP_010947515.1,flagellar type III secretion system pore protein FliP,LPG_RS08960,fliP,1996806,1997555,-,NC_002942.5,0,0,0,0
1774,WP_013101526.1,flagellar biosynthetic protein FliO,LPG_RS15375,,1997556,1997792,-,NC_002942.5,0,0,0,0
1775,WP_010947517.1,flagellar motor switch protein FliN,LPG_RS08970,fliN,1997963,1998292,-,NC_002942.5,0,0,0,0
1776,WP_013101527.1,flagellar motor switch protein FliM,LPG_RS08975,fliM,1998302,1999363,-,NC_002942.5,0,0,0,0
1777,WP_011214054.1,hypothetical protein,LPG_RS08980,,1999808,2000047,-,NC_002942.5,0,0,0,0
1778,WP_010947520.1,FAD-binding oxidoreductase,LPG_RS08985,,2000166,2001461,+,NC_002942.5,0,0,0,0
1779,WP_013101528.1,SDR family NAD(P)-dependent oxidoreductase,LPG_RS08990,,2001458,2002180,+,NC_002942.5,0,0,0,0
1780,WP_013101529.1,LysR family transcriptional regulator,LPG_RS08995,,2002299,2003207,+,NC_002942.5,0,0,0,0
1781,WP_223804290.1,transposase,LPG_RS09000,,2003217,2003450,-,NC_002942.5,0,0,0,0
1783,WP_010947523.1,Dot/Icm T4SS effector RvfA,LPG_RS09010,rvfA,2004190,2005470,+,NC_002942.5,1,1,1,1
1784,WP_010947524.1,Dot/Icm T4SS effector MavB,LPG_RS09015,mavB,2005655,2006851,-,NC_002942.5,1,1,1,1
1785,WP_011946738.1,hypothetical protein,LPG_RS09020,,2007088,2007285,-,NC_002942.5,0,0,0,0
1786,WP_010947525.1,alanine--tRNA ligase,LPG_RS09025,alaS,2007376,2009958,-,NC_002942.5,0,0,0,0
1787,WP_010947526.1,recombination regulator RecX,LPG_RS09030,recX,2009976,2010428,-,NC_002942.5,0,0,0,0
1788,WP_010947527.1,recombinase RecA,LPG_RS09035,recA,2010421,2011467,-,NC_002942.5,0,0,0,0
1789,WP_010947529.1,lpg1803 family Dot/Icm T4SS effector,LPG_RS09040,,2011770,2012705,-,NC_002942.5,1,1,1,1
1790,WP_010947530.1,CinA family protein,LPG_RS09045,,2012997,2013491,-,NC_002942.5,0,0,0,0
1791,WP_011946739.1,hypothetical protein,LPG_RS09050,,2013568,2013762,-,NC_002942.5,0,0,0,0
1792,WP_014844166.1,DNA mismatch repair protein MutS,LPG_RS09055,mutS,2014110,2016650,+,NC_002942.5,0,0,0,0
1793,WP_010947532.1,BamA/TamA family outer membrane protein,LPG_RS09060,,2016663,2018351,+,NC_002942.5,0,0,0,0
1794,WP_010947533.1,translocation/assembly module TamB domain-containing protein,LPG_RS09065,,2018348,2020888,+,NC_002942.5,0,0,0,0
1795,WP_010947534.1,porphobilinogen synthase,LPG_RS09070,hemB,2020922,2021917,+,NC_002942.5,0,0,0,0
1796,WP_010947535.1,hypothetical protein,LPG_RS09075,,2022054,2022446,+,NC_002942.5,0,0,0,0
1797,WP_011946743.1,outer membrane protein transport protein,LPG_RS09080,,2022744,2024186,-,NC_002942.5,0,0,0,0
1798,WP_011946744.1,bifunctional aspartate kinase/diaminopimelate decarboxylase,LPG_RS09085,,2024526,2027087,+,NC_002942.5,0,0,0,0
1799,WP_010947538.1,UvrD-helicase domain-containing protein,LPG_RS09090,,2027092,2030322,+,NC_002942.5,0,0,0,0
1800,WP_010947539.1,iron-sulfur cluster carrier protein ApbC,LPG_RS09095,apbC,2030529,2031602,+,NC_002942.5,0,0,0,0
1801,WP_010947540.1,CsiV family protein,LPG_RS09100,,2031718,2032272,+,NC_002942.5,0,0,0,0
1802,WP_010947541.1,LysR substrate-binding domain-containing protein,LPG_RS09105,,2032320,2033210,-,NC_002942.5,0,0,0,0
1803,WP_229020439.1,MFS transporter,LPG_RS09110,,2033506,2034642,+,NC_002942.5,0,0,0,0
1804,WP_011946746.1,hypothetical protein,LPG_RS09115,,2034644,2035594,-,NC_002942.5,0,0,0,0
1805,WP_010947544.1,tetraacyldisaccharide 4'-kinase,LPG_RS09120,lpxK,2035596,2036567,-,NC_002942.5,0,0,0,0
1806,WP_011946747.1,lipid A export permease/ATP-binding protein MsbA,LPG_RS09125,msbA,2036567,2038333,-,NC_002942.5,0,0,0,0
1807,WP_011946748.1,GNAT family N-acetyltransferase,LPG_RS09130,,2038420,2039202,-,NC_002942.5,0,0,0,0
1808,WP_011214079.1,quinone-dependent dihydroorotate dehydrogenase,LPG_RS09135,,2039223,2040224,-,NC_002942.5,0,0,0,0
1809,WP_011214080.1,hypothetical protein,LPG_RS09140,,2040510,2041508,-,NC_002942.5,1,1,1,1
1810,WP_010947549.1,hypothetical protein,LPG_RS09145,,2041557,2042243,-,NC_002942.5,0,0,0,0
1811,WP_011946749.1,isovaleryl-CoA dehydrogenase,LPG_RS09150,,2042578,2043738,+,NC_002942.5,0,0,0,0
1812,WP_010947551.1,acetyl-CoA C-acyltransferase,LPG_RS09155,,2043750,2044934,+,NC_002942.5,0,0,0,0
1813,WP_011946750.1,hypothetical protein,LPG_RS09160,,2045072,2045386,+,NC_002942.5,0,0,0,0
1814,WP_010947553.1,methylcrotonoyl-CoA carboxylase,LPG_RS09165,,2045396,2047003,+,NC_002942.5,0,0,0,0
1815,WP_013101538.1,enoyl-CoA hydratase-related protein,LPG_RS09170,,2047023,2047817,+,NC_002942.5,0,0,0,0
1816,WP_015444411.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,LPG_RS09175,,2047810,2049774,+,NC_002942.5,0,0,0,0
1817,WP_010947556.1,hydroxymethylglutaryl-CoA lyase,LPG_RS09180,,2049785,2050693,+,NC_002942.5,0,0,0,0
1818,WP_015444410.1,acetoacetate--CoA ligase,LPG_RS09185,,2050850,2052790,+,NC_002942.5,0,0,0,0
1819,WP_010947558.1,VirK family protein,LPG_RS09190,,2052959,2053375,-,NC_002942.5,0,0,0,0
1820,WP_015444409.1,methionine ABC transporter ATP-binding protein,LPG_RS09195,,2053827,2054852,+,NC_002942.5,0,0,0,0
1821,WP_010947560.1,ABC transporter permease,LPG_RS09200,,2054830,2055477,+,NC_002942.5,0,0,0,0
1822,WP_011215805.1,MetQ/NlpA family ABC transporter substrate-binding protein,LPG_RS09205,,2055490,2056269,+,NC_002942.5,0,0,0,0
1823,WP_010947562.1,Dot/Icm T4SS effector Ceg25,LPG_RS09210,ceg25,2056349,2057767,+,NC_002942.5,1,1,1,1
1824,WP_011214091.1,hypothetical protein,LPG_RS15255,,2058092,2058259,+,NC_002942.5,0,0,0,1
1825,WP_010947563.1,class I SAM-dependent methyltransferase,LPG_RS09215,,2058256,2058987,-,NC_002942.5,0,0,0,0
1826,WP_010947564.1,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase",LPG_RS09220,gmhB,2058990,2059520,-,NC_002942.5,0,0,0,0
1827,WP_010947565.1,glycine--tRNA ligase subunit beta,LPG_RS09225,glyS,2059526,2061592,-,NC_002942.5,0,0,0,0
1828,WP_011214095.1,glycine--tRNA ligase subunit alpha,LPG_RS09230,glyQ,2061582,2062487,-,NC_002942.5,0,0,0,0
1829,WP_010947567.1,DsbA family protein,LPG_RS09235,,2062722,2063507,-,NC_002942.5,0,0,0,0
1830,WP_010947568.1,DNA helicase II,LPG_RS09240,uvrD,2063715,2065880,-,NC_002942.5,0,0,0,0
1831,WP_010947569.1,prolyl aminopeptidase,LPG_RS09245,pip,2066101,2067060,+,NC_002942.5,0,0,0,0
1832,WP_010947570.1,D-aminoacyl-tRNA deacylase,LPG_RS09250,dtd,2067054,2067491,+,NC_002942.5,0,0,0,0
1833,WP_010947571.1,VacJ family lipoprotein,LPG_RS09255,,2067708,2068490,+,NC_002942.5,0,0,0,0
1834,WP_011946762.1,glutathione synthase,LPG_RS09260,gshB,2068599,2069558,-,NC_002942.5,0,0,0,0
1835,WP_010947573.1,glutamate--cysteine ligase,LPG_RS09265,gshA,2069558,2070853,-,NC_002942.5,0,0,0,0
1836,WP_010947574.1,DMT family transporter,LPG_RS09270,,2071231,2072127,+,NC_002942.5,0,0,0,0
1837,WP_010947575.1,hypothetical protein,LPG_RS09275,,2072131,2072412,+,NC_002942.5,0,0,0,0
1838,WP_010947576.1,rhodanese-like domain-containing protein,LPG_RS09280,,2072399,2072749,+,NC_002942.5,0,0,0,0
1839,WP_010947577.1,Dot/Icm T4SS effector Lem14,LPG_RS09285,lem14,2072773,2073435,-,NC_002942.5,1,1,1,1
1840,WP_011946763.1,alkaline phosphatase family protein,LPG_RS09290,,2073805,2075442,+,NC_002942.5,0,0,0,0
1841,WP_015444407.1,uridine kinase,LPG_RS09295,udk,2075495,2076133,+,NC_002942.5,0,0,0,0
1842,WP_011946764.1,enoyl-ACP reductase,LPG_RS09300,,2076247,2077035,+,NC_002942.5,0,0,0,0
1843,WP_010947581.1,SurA N-terminal domain-containing protein,LPG_RS09305,,2077573,2079447,-,NC_002942.5,0,0,0,0
1844,WP_011214112.1,HU family DNA-binding protein,LPG_RS09320,,2079705,2079983,-,NC_002942.5,0,0,0,0
1845,WP_010947583.1,endopeptidase La,LPG_RS09325,lon,2080112,2082562,-,NC_002942.5,0,0,0,0
1846,WP_015444406.1,ATP-dependent Clp protease ATP-binding subunit ClpX,LPG_RS09330,clpX,2082800,2084074,-,NC_002942.5,0,0,0,0
1847,WP_010947585.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,LPG_RS09335,clpP,2084215,2084859,-,NC_002942.5,0,0,0,0
1848,WP_010947586.1,trigger factor,LPG_RS09340,tig,2084862,2086193,-,NC_002942.5,0,0,0,0
1849,WP_010947587.1,site-specific integrase,LPG_RS09365,,2087055,2088281,+,NC_002942.5,0,0,0,1
1850,WP_015444405.1,ATP-binding cassette domain-containing protein,LPG_RS09370,,2088404,2090254,+,NC_002942.5,0,0,0,0
1851,WP_010947589.1,ribonuclease III,LPG_RS09375,rnc,2090282,2090956,-,NC_002942.5,0,0,0,0
1852,WP_010947590.1,DUF4845 domain-containing protein,LPG_RS09380,,2090946,2091338,-,NC_002942.5,0,0,0,0
1853,WP_015444404.1,signal peptidase I,LPG_RS09385,lepB,2091350,2092105,-,NC_002942.5,0,0,0,0
1854,WP_010947592.1,translation elongation factor 4,LPG_RS09390,lepA,2092213,2094045,-,NC_002942.5,0,0,0,0
1855,WP_015444402.1,lytic murein transglycosylase B,LPG_RS09395,mltB,2094240,2095256,+,NC_002942.5,0,0,0,0
1856,WP_010947594.1,GspL family type II secretion system protein LspL,LPG_RS09400,lspL,2095331,2096470,+,NC_002942.5,0,0,0,0
1857,WP_010947595.1,GspM family type II secretion system protein LspM,LPG_RS09405,lspM,2096467,2096937,+,NC_002942.5,0,0,0,0
1858,WP_010947596.1,SPOR domain-containing protein,LPG_RS09410,,2097042,2097575,-,NC_002942.5,0,0,0,0
1859,WP_016356938.1,deoxyguanosinetriphosphate triphosphohydrolase family protein,LPG_RS09415,,2097849,2099174,+,NC_002942.5,0,0,0,0
1860,WP_015444397.1,hypothetical protein,LPG_RS09435,,2099864,2100928,-,NC_002942.5,0,1,1,1
1861,WP_010947599.1,VOC family protein,LPG_RS09440,,2101020,2101460,-,NC_002942.5,0,0,0,0
1862,WP_010947600.1,TIGR00645 family protein,LPG_RS09445,,2101695,2102222,+,NC_002942.5,0,0,0,0
1863,WP_010947601.1,Dot/Icm T4SS effector LegC2/YlfB,LPG_RS09450,legC2,2102459,2103676,+,NC_002942.5,1,1,1,1
1864,WP_010947602.1,hypothetical protein,LPG_RS09455,,2103996,2104310,+,NC_002942.5,0,0,0,0
1865,WP_010947603.1,acylphosphatase,LPG_RS09460,,2104447,2104722,-,NC_002942.5,0,0,0,0
1866,WP_010947604.1,hypothetical protein,LPG_RS09465,,2104879,2105232,+,NC_002942.5,0,0,0,0
1867,WP_010947605.1,Lpg1888 family Dot/Icm type IV secretion system effector,LPG_RS09470,,2105414,2106745,-,NC_002942.5,1,1,0,0
1868,WP_010947606.1,alpha/beta hydrolase,LPG_RS09475,,2106974,2107939,+,NC_002942.5,0,0,0,0
1869,WP_010947607.1,Dot/Icm T4SS effector LegLC8,LPG_RS09480,legLC8,2108003,2109724,-,NC_002942.5,1,1,1,1
1870,WP_010947608.1,hypothetical protein,LPG_RS09485,,2109800,2110102,+,NC_002942.5,0,0,0,0
1871,WP_016356940.1,hypothetical protein,LPG_RS09490,,2110156,2110575,+,NC_002942.5,0,0,0,0
1872,WP_010947610.1,MFS transporter,LPG_RS09495,,2110585,2111865,-,NC_002942.5,0,0,0,0
1873,WP_015444392.1,chloride channel protein,LPG_RS09500,,2112342,2113622,+,NC_002942.5,0,0,0,0
1874,WP_015444391.1,hypothetical protein,LPG_RS09505,,2113729,2114232,+,NC_002942.5,0,1,0,1
1876,WP_229020440.1,YchJ family metal-binding protein,LPG_RS09510,,2114551,2114973,+,NC_002942.5,0,0,0,0
1877,WP_010947614.1,monovalent cation:proton antiporter-2 (CPA2) family protein,LPG_RS09515,,2114993,2116798,+,NC_002942.5,0,0,0,0
1878,WP_015444390.1,MoxR family ATPase,LPG_RS09520,,2116852,2117754,+,NC_002942.5,0,0,0,0
1879,WP_015444389.1,hypothetical protein,LPG_RS09525,,2117751,2118701,+,NC_002942.5,0,0,0,0
1880,WP_010947617.1,DUF3488 and transglutaminase-like domain-containing protein,LPG_RS09530,,2118701,2120689,+,NC_002942.5,0,0,0,0
1881,WP_010947618.1,cupin domain-containing protein,LPG_RS09535,,2120771,2121958,+,NC_002942.5,0,0,0,0
1882,WP_010947619.1,hypothetical protein,LPG_RS09540,,2122066,2122392,+,NC_002942.5,0,0,0,0
1883,WP_015444387.1,hypothetical protein,LPG_RS15260,,2122658,2122807,+,NC_002942.5,0,0,0,0
1884,WP_010947620.1,alpha/beta hydrolase,LPG_RS09545,,2122839,2123741,+,NC_002942.5,0,0,0,0
1885,WP_010947621.1,DMT family transporter,LPG_RS09550,,2123771,2124673,-,NC_002942.5,0,0,0,0
1886,WP_025862386.1,multidrug DMT transporter permease,LPG_RS09555,,2124931,2126070,+,NC_002942.5,0,0,0,0
1887,WP_010947623.1,elongation factor P hydroxylase,LPG_RS09560,,2126075,2126608,-,NC_002942.5,0,0,0,0
1888,WP_010947624.1,lpg1907 family Dot/Icm T4SS effector,LPG_RS09565,,2126619,2128424,-,NC_002942.5,1,1,1,1
1889,WP_015444385.1,glutathione transferase GstA,LPG_RS09570,gstA,2128741,2129346,-,NC_002942.5,0,0,0,0
1890,WP_015444384.1,hypothetical protein,LPG_RS09575,,2129542,2130537,-,NC_002942.5,0,1,1,1
1891,WP_010947627.1,serine hydrolase,LPG_RS09580,,2130578,2131840,-,NC_002942.5,0,0,0,0
1892,WP_015444383.1,glutamate--tRNA ligase,LPG_RS09585,gltX,2132087,2133499,-,NC_002942.5,0,0,0,0
1893,WP_010947629.1,hybrid sensor histidine kinase/response regulator,LPG_RS09590,,2133598,2136330,+,NC_002942.5,0,0,0,0
1894,WP_010947630.1,6-phosphofructokinase,LPG_RS09595,,2136427,2137671,+,NC_002942.5,0,0,0,0
1895,WP_015444381.1,pilin,LPG_RS09600,,2137668,2138081,-,NC_002942.5,0,0,0,0
1896,WP_223804324.1,pilin,LPG_RS09605,,2138278,2138694,-,NC_002942.5,0,0,0,0
1897,WP_010947633.1,BolA/IbaG family iron-sulfur metabolism protein,LPG_RS09610,,2138991,2139308,+,NC_002942.5,0,0,0,0
1898,WP_010947634.1,APC family permease,LPG_RS09615,,2139383,2140804,+,NC_002942.5,0,0,0,0
1899,WP_010947635.1,cellulase family glycosylhydrolase,LPG_RS09620,,2140935,2142365,-,NC_002942.5,0,0,0,0
1900,WP_010947636.1,3-deoxy-manno-octulosonate cytidylyltransferase,LPG_RS09625,kdsB,2142611,2143363,-,NC_002942.5,0,0,0,0
1901,WP_010947637.1,Trm112 family protein,LPG_RS09630,,2143360,2143539,-,NC_002942.5,0,0,0,0
1902,WP_010947638.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,LPG_RS09635,tsaB,2143532,2144203,-,NC_002942.5,0,0,0,0
1903,WP_025862385.1,ATP-dependent DNA helicase,LPG_RS09640,,2144181,2146139,-,NC_002942.5,0,0,0,0
1904,WP_010947640.1,ferredoxin family protein,LPG_RS09645,,2146127,2146462,-,NC_002942.5,0,0,0,0
1905,WP_010947641.1,lpg1924 family Dot/Icm T4SS effector,LPG_RS09650,,2146745,2149537,+,NC_002942.5,1,1,1,1
1906,WP_010947642.1,hypothetical protein,LPG_RS09655,,2149854,2152499,+,NC_002942.5,0,1,1,1
1907,WP_015444378.1,PilZ domain-containing protein,LPG_RS09660,,2152575,2153132,+,NC_002942.5,0,0,0,0
1908,WP_010947644.1,oxidative damage protection protein,LPG_RS09665,,2153208,2153477,+,NC_002942.5,0,0,0,0
1909,WP_010947645.1,pseudouridine-5'-phosphate glycosidase,LPG_RS09670,,2153489,2154415,+,NC_002942.5,0,0,0,0
1910,WP_010947646.1,hypothetical protein,LPG_RS09680,,2154720,2155871,+,NC_002942.5,0,0,0,0
1911,WP_010947647.1,hypothetical protein,LPG_RS09685,,2156663,2157406,-,NC_002942.5,0,1,1,1
1912,WP_010947649.1,Dot/Icm T4SS effector Lem15,LPG_RS09695,lem15,2158158,2158772,-,NC_002942.5,1,1,1,1
1913,WP_032802630.1,HipA domain-containing protein,LPG_RS09700,,2158922,2160223,-,NC_002942.5,0,0,0,0
1914,WP_010947651.1,helix-turn-helix domain-containing protein,LPG_RS09705,,2160204,2160485,-,NC_002942.5,0,0,0,0
1915,WP_010947652.1,FkbM family methyltransferase,LPG_RS09710,,2160726,2162618,-,NC_002942.5,0,0,0,0
1916,WP_015444374.1,TauD/TfdA family dioxygenase,LPG_RS09715,,2162633,2163676,-,NC_002942.5,0,0,0,0
1917,WP_010947654.1,phenylacetate--CoA ligase family protein,LPG_RS09720,,2164322,2165803,+,NC_002942.5,0,0,0,0
1918,WP_010947655.1,polyketide synthase,LPG_RS09725,,2166115,2167431,-,NC_002942.5,0,0,0,0
1919,WP_010947656.1,amino acid adenylation domain-containing protein,LPG_RS09730,,2167602,2169122,-,NC_002942.5,0,0,0,0
1920,WP_010947657.1,acyl-CoA dehydrogenase family protein,LPG_RS09735,,2169139,2170266,-,NC_002942.5,0,0,0,0
